,number_of_reviews,user_ratings,Star_Rating,Family_rooms,Non_Smoking_Rooms,bar,Heating,Lifts,Single_Bed,price,Breakfast Cuisine1,review_score_numeric,Birmingham,Dubai,Kuala Lumpur,London,Manchester,Melbourne,New Delhi,Paris,Sydney,Tokyo,Toronto
56,4.51085950651685,7.5,2,0,1,0,1,1,1,8.465057436995709,0,6,0,0,0,0,0,0,0,0,0,1,0
57,7.24422751560335,8.4,1,1,0,0,1,1,0,8.700847193443972,0,7,0,0,0,0,0,0,0,0,0,1,0
58,7.065613363597717,8.3,4,0,1,0,1,1,1,9.335562336729565,1,7,0,0,0,0,0,0,0,0,0,1,0
59,7.049254841255837,8.1,3,0,1,0,1,1,1,8.823206220552741,1,7,0,0,0,0,0,0,0,0,0,1,0
60,8.2960476427647,9.1,4,1,1,1,1,1,1,9.750278096285621,0,9,0,0,0,0,0,0,0,0,0,1,0
61,7.157735484249907,7.8,3,0,1,0,1,1,1,8.424200324567073,0,6,0,0,0,0,0,0,0,0,0,1,0
62,7.336285660021297,7.3,3,0,1,0,1,1,1,9.078635880978755,1,6,0,0,0,0,0,0,0,0,0,1,0
63,7.1459844677143876,8.5,3,1,1,1,1,1,1,8.95402775927046,1,7,0,0,0,0,0,0,0,0,0,1,0
64,7.122866658599083,8.3,4,0,1,1,1,1,1,9.401704256754366,0,7,0,0,0,0,0,0,0,0,0,1,0
65,8.374938143835367,8.2,3,0,1,0,1,1,1,9.459073694289389,0,7,0,0,0,0,0,0,0,0,0,1,0
66,7.964155718840937,7.8,3,1,1,0,1,1,1,8.984568369308281,1,6,0,0,0,0,0,0,0,0,0,1,0
67,4.812184355372417,7.3,1,0,0,0,1,1,0,8.429235912657095,0,6,0,0,0,0,0,0,0,0,0,1,0
68,7.5953872788539725,8.2,3,0,1,0,1,1,1,9.705950829935693,1,7,0,0,0,0,0,0,0,0,0,1,0
69,6.761572768804055,8.6,4,0,1,0,1,1,1,9.532713684217894,0,8,0,0,0,0,0,0,0,0,0,1,0
70,6.150602768446279,8.3,3,0,1,0,1,1,1,8.661985936317778,1,7,0,0,0,0,0,0,0,0,0,1,0
71,6.824373670043086,8.3,4,0,1,1,1,1,1,9.72232532346202,1,7,0,0,0,0,0,0,0,0,0,1,0
72,0.6931471805599453,9.0,3,0,0,0,1,0,1,8.433594167539924,0,9,0,0,0,0,0,0,0,0,0,1,0
73,6.61472560020376,8.2,3,0,1,0,1,1,1,8.635687085464026,0,7,0,0,0,0,0,0,0,0,0,1,0
74,7.2078598714324755,8.4,3,0,1,0,1,1,1,9.059401196410896,1,7,0,0,0,0,0,0,0,0,0,1,0
75,6.180016653652572,8.5,3,0,1,0,1,1,1,8.661985936317778,1,7,0,0,0,0,0,0,0,0,0,1,0
76,6.082218910376446,8.6,3,0,1,0,0,0,1,8.647519453091812,0,8,0,0,0,0,0,0,0,0,0,1,0
77,7.813995675002791,8.2,3,0,1,0,1,1,1,8.850374303939237,1,7,0,0,0,0,0,0,0,0,0,1,0
78,7.8383433155571165,8.1,5,0,1,0,1,1,1,8.70682132339263,1,7,0,0,0,0,0,0,0,0,0,1,0
79,6.180016653652572,9.1,3,1,1,1,1,1,1,11.724741096991886,1,9,0,0,0,0,0,0,0,0,0,1,0
80,7.204892510204673,8.3,3,0,1,1,1,1,1,8.992184362173012,1,7,0,0,0,0,0,0,0,0,0,1,0
81,7.2399325913204695,8.2,4,0,1,0,1,1,1,8.713746330456916,0,7,0,0,0,0,0,0,0,0,0,1,0
82,8.268731832117737,7.1,3,0,1,0,1,1,1,9.345919666218006,1,6,0,0,0,0,0,0,0,0,0,1,0
83,6.297109319933935,8.5,3,0,1,0,1,1,0,8.653296274408579,1,7,0,0,0,0,0,0,0,0,0,1,0
84,6.823286122355687,8.4,3,0,1,0,1,1,1,8.865876285425417,1,7,0,0,0,0,0,0,0,0,0,1,0
85,5.43372200355424,7.7,3,0,1,1,0,1,1,8.770283819098399,1,6,0,0,0,0,0,0,0,0,0,1,0
86,6.952728644624869,8.0,3,0,1,0,1,1,1,8.666302614004078,0,7,0,0,0,0,0,0,0,0,0,1,0
87,5.780743515792329,7.8,3,0,1,0,1,0,1,8.676416696964216,1,6,0,0,0,0,0,0,0,0,0,1,0
88,7.312553498102598,8.0,3,0,1,0,1,1,1,9.052867513151618,0,7,0,0,0,0,0,0,0,0,0,1,0
89,5.598421958998375,7.8,3,1,1,0,1,1,1,8.92319149068606,0,6,0,0,0,0,0,0,0,0,0,1,0
90,7.119635638017636,8.2,1,0,1,0,1,1,1,9.269363712425644,1,7,0,0,0,0,0,0,0,0,0,1,0
91,5.497168225293202,7.8,3,0,1,0,1,0,0,8.193953023563742,0,6,0,0,0,0,0,0,0,0,0,1,0
92,7.862497197230545,7.9,3,0,1,0,1,1,1,9.097619501912064,1,6,0,0,0,0,0,0,0,0,0,1,0
93,6.595780513961311,8.3,4,0,1,0,1,1,1,8.865876285425417,1,7,0,0,0,0,0,0,0,0,0,1,0
94,3.784189633918261,8.5,3,0,1,1,0,1,1,9.543808099577097,0,7,0,0,0,0,0,0,0,0,0,1,0
95,5.476463551931511,7.3,3,1,1,0,1,1,1,8.165647925297504,0,6,0,0,0,0,0,0,0,0,0,1,0
96,7.528869256642251,8.0,3,0,1,0,1,1,1,8.865876285425417,0,7,0,0,0,0,0,0,0,0,0,1,0
97,7.3613754289773485,8.3,3,0,1,0,1,1,1,9.269363712425644,1,7,0,0,0,0,0,0,0,0,0,1,0
98,7.269616749608169,8.6,3,0,1,0,0,1,1,9.003316202541857,1,8,0,0,0,0,0,0,0,0,0,1,0
99,7.069023426578259,7.8,3,0,1,0,1,1,1,8.626585568187433,0,6,0,0,0,0,0,0,0,0,0,1,0
100,6.6052979209482015,8.3,4,0,0,0,1,1,1,8.726643415598444,0,7,0,0,0,0,0,0,0,0,0,1,0
101,5.726847747587197,7.9,4,0,1,1,1,1,1,9.624765221455819,1,6,0,0,0,0,0,0,0,0,0,1,0
102,4.8283137373023015,8.4,5,1,1,0,1,1,1,9.30383071506352,1,7,0,0,0,0,0,0,0,0,0,1,0
103,6.593044534142437,8.3,3,0,1,1,1,1,1,10.048669562380626,0,7,0,0,0,0,0,0,0,0,0,1,0
104,6.675823221634848,7.8,4,0,1,0,0,0,1,8.576405051048084,0,6,0,0,0,0,0,0,0,0,0,1,0
105,7.44600149832412,8.2,3,0,1,1,1,1,1,9.676775140407365,0,7,0,0,0,0,0,0,0,0,0,1,0
106,8.03365842788615,8.3,3,1,1,0,1,1,1,9.639066173658899,0,7,0,0,0,0,0,0,0,0,0,1,0
107,7.707512194600341,7.7,3,0,1,0,1,1,1,8.713746330456916,0,6,0,0,0,0,0,0,0,0,0,1,0
108,6.576469569048224,8.3,3,0,1,0,1,1,0,8.76123680683819,0,7,0,0,0,0,0,0,0,0,0,1,0
109,6.970730078143525,8.0,1,0,1,0,1,1,1,9.104424146384634,0,7,0,0,0,0,0,0,0,0,0,1,0
110,5.7745515455444085,8.7,3,1,0,0,1,1,1,8.687948111838727,0,8,0,0,0,0,0,0,0,0,0,1,0
111,6.413458957167357,7.6,3,0,1,0,1,1,1,8.542080906924017,1,6,0,0,0,0,0,0,0,0,0,1,0
112,6.617402977974478,8.1,3,0,1,0,1,1,1,8.971194463184467,1,7,0,0,0,0,0,0,0,0,0,1,0
113,6.892641641172089,7.6,3,0,1,0,1,1,1,8.85893722196655,1,6,0,0,0,0,0,0,0,0,0,1,0
114,6.5722825426940075,8.5,3,0,1,0,1,0,0,8.880585523102495,0,7,0,0,0,0,0,0,0,0,0,1,0
115,7.289610521451167,7.7,3,0,1,0,1,1,1,8.542080906924017,1,6,0,0,0,0,0,0,0,0,0,1,0
