,city,Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Single_Bed,Double_bed,Room_type,price,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
2774,Dubai,The Dubai EDITION,yes,"Downtown Dubai, Downtown Dubai, 11788 Dubai, United Arab Emirates",2247,9.1,3,Superb,yes,yes,yes,yes,no,yes,,double bed,Guest King Room with Balcony,33394,Continental, Vegetarian, Vegan
2775,Dubai,FAHH - Posh and Chic Studio at Address Dubai Mall,yes,"Sheikh Mohammed bin Rashid Boulevard, Downtown Dubai, Dubai, United Arab Emirates",23,7.5,3,Good,yes,yes,no,yes,yes,yes,,double bed,Studio Apartment,27095,no,no,no
2776,Dubai,bnbmehomes - Luxury 2B Apt - Al Habtoor - Amna Tower - 4405,yes,"Al Habtoor City - Sheikh Zayed Rd - Dubai, Dubai, United Arab Emirates",18,9.4,5,Superb,yes,yes,no,no,no,yes,,double bed,Two-Bedroom Apartment,12835,no,no,no
2777,Dubai,bnbmehomes - Lux 2B Apt - Dubai Canal Water View - 4406,yes,"Al Habtoor City- Sheikh Zayed Road, Dubai, United Arab Emirates",17,9.6,5,Exceptional,yes,yes,no,no,no,yes,,double bed,Two-Bedroom Apartment,15915,no,no,no
2778,Dubai,Hyde Hotel Dubai,yes,"Dubai Business Bay Dubai, 213208 Dubai, United Arab Emirates",2452,8.8,4,Fabulous,yes,yes,yes,yes,no,yes,single bed,double bed,Hyde Out Room with Balcony,21450,Continental, Vegetarian, Vegan
2779,Dubai,Unlock Metropolis Business Bay,yes,"Marasi Drive 1 AG Tower, Dubai, United Arab Emirates",974,8.5,5,Very good,yes,yes,no,yes,yes,yes,,double bed,Studio with Kitchen & Balcony,9797,no,no,no
2780,Dubai,BellaVista - 29 Boulevard Downtown Sophisticated 2 Bedroom Apartment Burj & Fountain View,no,"29 Sheikh Mohammed bin Rashid Boulevard 29 Boulevard, Downtown Dubai, Dubai, United Arab Emirates",26,7.0,4,Good,yes,yes,no,no,yes,yes,,double bed,Two-Bedroom Apartment,22333,no,no,no
2781,Dubai,3Bed Room Spectacular view in Marina,yes,"Al Khayay St, Dubai Marina, Dubai, United Arab Emirates",6,8.7,3,Fabulous,no,yes,no,yes,no,yes,,double bed,Apartment,22516,no,no,no
2782,Dubai,Days Hotel By Wyndham Dubai Deira,yes,"One Deira Plaza Gold Souk Metro Station Al Corniche - 111 , 119303 Dubai, United Arab Emirates",3958,8.1,4,Very good,yes,yes,yes,yes,no,no,single bed,double bed,"Superior Twin Room, City view, 25% off Spa",7790,Continental, Italian, Full English/Irish
2783,Dubai,Address Residences Dubai Opera - Full Burj Khalifa View,yes,"Sheikh Mohammed bin Rashid Boulevard 1108, Downtown Dubai, Dubai, United Arab Emirates",1,10.0,5,Exceptional,yes,yes,no,yes,yes,yes,,double bed,Two-Bedroom Apartment,21156,no,no,no
2784,Dubai,Element Dubai Airport,no,"Airport Road, Al Garhoud, Next to Airport Terminal 1, Garhoud, 10001 Dubai, United Arab Emirates",1111,8.3,4,Very good,yes,yes,no,yes,no,yes,single bed,double bed,Twin Studio - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off,8693,Continental,no,no
2785,Dubai,"Waterfront Luxury 3BR with maids room in JBR, Dubai",yes,"Jumeirah Beach Road, Jumeirah Beach Residence, Dubai, United Arab Emirates",24,9.2,3,Superb,yes,yes,no,no,yes,yes,single bed,double bed,Deluxe Apartment,45461,Continental,no,no
2786,Dubai,TIME Asma Hotel,yes,"Al Barsha TIME Asma Hotel, Al Barsha, Dubai, United Arab Emirates",3285,8.0,5,Very good,yes,yes,no,yes,no,yes,single bed,double bed,"Deluxe King Room - Inclusive of 20% Discount on F&B, Laundry and SPA",8687,Buffet,no,no
2787,Dubai,Luxe 3 BR Oceanfront Apt with maids room in the heart of Bluewaters Island,yes,"Bluewaters island 1204 B9, Dubai, United Arab Emirates",25,8.8,4,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Apartment,87425,Continental,no,no
2788,Dubai,"Element Al Mina, Dubai",yes,"Sheikh Rashid Road & 37th Street, Bur Dubai, Dubai, United Arab Emirates",844,8.5,4,Very good,yes,yes,no,yes,no,yes,single bed,double bed,"Studio 2 Single Beds, City view - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off",15354,Continental, Full English/Irish, Vegetarian
2789,Dubai,Burj Royale -1BHK - Downtown - Ezytrac Vacation Homes,yes,"Burj Royale, Downtown Dubai, Dubai, United Arab Emirates",0,0.0,4,,no,no,no,no,no,yes,,double bed,One-Bedroom Apartment,15833,no,no,no
2790,Dubai,"Aloft Al Mina, Dubai",yes,"Sheikh Rashid Road & 37th Street, Bur Dubai, Dubai, United Arab Emirates",2140,8.2,5,Very good,no,yes,yes,yes,no,yes,single bed,double bed,Aloft Room Guest Room with 1 King Bed - Complimentary Transfer to Dubai Mall / Burj Khalifa & DXB Airport Shuttle Drop Off,9370,Continental, Full English/Irish, Vegetarian
2791,Dubai,ABAR HOTEL APARTMENTS DIP-1,yes,"Dubai Investment Park - 1, Dubai Investment Park, Dubai, United Arab Emirates",443,8.2,5,Very good,yes,yes,yes,no,yes,yes,single bed,double bed,Studio Apartment,7518,Continental, Italian, Vegetarian
2792,Dubai,BellaVista 29 Boulevard 2 Bedroom Burj Khalifa & Fountain View,yes,"29 Sheikh Mohammed bin Rashid Boulevard, Downtown Dubai, Dubai, United Arab Emirates",100,8.0,4,Very good,yes,yes,no,yes,no,yes,single bed,double bed,Two-Bedroom Apartment,40622,no,no,no
2793,Dubai,Residence Inn by Marriott Al Jaddaf,yes,"Oud Metha Road, Al Jaddaf Area, Bur Dubai, 213111 Dubai, United Arab Emirates",165,8.6,5,Fabulous,no,yes,no,no,no,yes,single bed,double bed,"Studio Suite, 1 King, Balcony",15783,Continental,no,no
2794,Dubai,bnbmehomes - 59th Floor Sea View - Heart of Marina - 5903,yes,"Al Marsa Street, Dubai Marina, Dubai, United Arab Emirates",20,8.4,4,Very good,no,yes,no,yes,no,yes,single bed,double bed,Two-Bedroom Apartment,11875,no,no,no
2795,Dubai,TIME Onyx Hotel Apartments,yes,"Beirut Street, Al Qusais, Dubai, United Arab Emirates",2515,7.9,5,Good,no,yes,no,yes,no,yes,single bed,double bed,Studio,11797,Continental, Buffet,no
2796,Dubai,"Luxury residential apartments located in Anantara area , pool , beach , free parking",yes,"Crescent Road, Palm Jumeirah, Dubai, United Arab Emirates",347,7.4,3,Good,yes,yes,no,yes,yes,yes,,double bed,Suite with Sea View,24611,no,no,no
2797,Dubai,bnbmehomes - Private Beach in a Resort with DJ & Infinity Pool - 10201,yes,"Crescent Road The 8, Palm Jumeirah, Dubai, United Arab Emirates",27,8.4,5,Very good,no,no,no,no,no,yes,,double bed,One-Bedroom Apartment,10796,no,no,no
2798,Dubai,bnbmehomes - 1 Bed - Seconds to Dubai Mall - 1106,yes,"RP Heights, Downtown 1106, Downtown Dubai, Dubai, United Arab Emirates",23,9.5,5,Exceptional,no,no,no,no,no,yes,,double bed,One-Bedroom Apartment,10076,no,no,no
2799,Dubai,Bespoke Residences - 2 Bedroom Apartment in The 8 Residences,yes,"Palm Jumeirah Rd The 8 Residences, Palm Jumeirah, Dubai, United Arab Emirates",30,8.2,5,Very good,yes,yes,no,no,no,yes,,double bed,Apartment with Sea View,42633,no,no,no
2800,Dubai,"Element Al Jaddaf, Dubai",yes,"Al Khail Road, AL Jaddaf Area, Dubai Street 26, Bur Dubai, 121515 Dubai, United Arab Emirates",772,9.1,5,Superb,yes,yes,no,no,yes,yes,,double bed,"Studio with 2 Double Beds (Complimentary Transfer to Dubai Mall, Festival City Mall, La Mer Beach & Al Jaddaf Metro)",14563,Continental, Full English/Irish, Vegetarian
2801,Dubai,"bnbmehomes - Private Beach, Infinity Pool, Beach Club at Andaaz -204",yes,"The Palm Jumeira - Dubai - United Arab Emirates, Palm Jumeirah, Dubai, United Arab Emirates",31,8.8,5,Fabulous,yes,yes,no,yes,no,yes,,double bed,One-Bedroom Apartment,15474,no,no,no
2802,Dubai,Jumeirah Living Marina Gate Hotel and Apartments,yes,"Al Khayay Street, Dubai Marina, Dubai, United Arab Emirates",1002,9.1,5,Superb,yes,yes,no,yes,no,yes,single bed,double bed,Executive Studio,18063,Continental, Full English/Irish, Vegetarian
2803,Dubai,Royal Continental Suites Business Bay - Deluxe Apartments,yes,"Royal Continental Suites - Marasi Drive - Dubai Business Bay, Dubai, United Arab Emirates",1391,8.6,5,Fabulous,yes,yes,no,no,yes,yes,single bed,double bed,Studio Apartment City View,10771,no,no,no
2804,Dubai,Luxurious 3 BR w maidroom in BLUEWATERS ISLAND,yes,"Bluewaters Island Building 9 Apartment 1101, Dubai, United Arab Emirates",22,9.7,5,Exceptional,no,yes,no,yes,yes,yes,single bed,double bed,Apartment with Sea View,101096,Continental,no,no
2805,Dubai,Spectacular 3 BR condo with maids room facing the Dubai Eye,yes,"Bluewaters Island Building 9 Apartment 1203, Dubai, United Arab Emirates",36,9.2,4,Superb,no,yes,no,yes,yes,yes,single bed,double bed,Apartment with Sea View,91717,Continental,no,no
2806,Dubai,Lavish & Equipped oceanfront 2 BR facing Ain Dubai,yes,"Bluewaters Island Building 9 Apartment 1202, Dubai, United Arab Emirates",17,9.8,4,Exceptional,yes,yes,no,yes,yes,yes,single bed,double bed,Apartment with Sea View,69940,Continental,no,no
2807,Dubai,Contemporary and Spacious 2 BR in Bluewaters Island,yes,"Bluewaters Island Building 9 Apartment 1102, Dubai, United Arab Emirates",39,9.0,5,Superb,yes,yes,no,yes,yes,yes,single bed,double bed,Apartment with Sea View,57860,Continental,no,no
2808,Dubai,Burj Royale -1BHK - Downtown - Ezytrac Vacation Homes,yes,"Burj Royale, Downtown Dubai, Dubai, United Arab Emirates",0,0.0,4,,no,no,no,no,no,yes,,double bed,One-Bedroom Apartment,15833,no,no,no
2809,Dubai,Maison Privee - Prvt Pool & Beach Access in Luxury Palm Jumeirah 6BR Villa,yes,"Frond F , Palm Jumeirah, 00000 Dubai, United Arab Emirates",20,8.1,4,Very good,yes,yes,no,no,no,no,,double bed,Villa,137136,no,no,no
2810,Dubai,Dusit Princess Residences Dubai Marina,yes,"Al Emreef Street, Dubai Marina, Dubai, United Arab Emirates",1857,8.0,5,Very good,yes,yes,no,yes,no,yes,single bed,double bed,One-Bedroom Apartment,12342,Continental, Halal,no
2811,Dubai,bnbmehomes - Traditional meets modern in Downtown - 5041,yes,"Souk Al Bahar Bridge, Downtown Dubai, Dubai, United Arab Emirates",42,8.4,5,Very good,yes,yes,no,yes,no,yes,,double bed,Two-Bedroom Apartment,12835,no,no,no
2812,Dubai,bnbmehomes - Beach&Pool - Fairmont Residences - 3605,yes,"81-NAKHLAT JUMEIRAH, Palm Jumeirah, Dubai, United Arab Emirates",17,8.3,3,Very good,yes,yes,no,yes,no,yes,,double bed,One-Bedroom Apartment,14034,no,no,no
2813,Dubai,Eden's Dubai - FIVE Palm Residences,yes,"FIVE Residences Palm Jumeirah, Palm Jumeirah, Dubai, United Arab Emirates",297,8.4,5,Very good,yes,yes,no,yes,no,yes,,double bed,One-Bedroom Apartment with Sea View,21809,no,no,no
2814,Dubai,Stay by Latinem Luxury 1BR SWA1006 Holiday Home near Burj Khalifa,yes,"1006, Sobha Waves, Sobha Hartland Nad Al Sheba 1 - Dubai - United Arab Emirates, Dubai, United Arab Emirates",0,0.0,4,,no,no,no,no,yes,yes,,double bed,One-Bedroom Apartment,13127,no,no,no
2815,Dubai,Maison Privee - Stunning Waterfront Apt with Marina View nxt to Beach,yes,"Al Yass , Dubai Marina, 00000 Dubai, United Arab Emirates",23,8.2,4,Very good,yes,yes,no,yes,no,yes,,double bed,Two-Bedroom Apartment,12162,no,no,no
2816,Dubai,ME Dubai by Meliá,yes,"The Opus by OMNIYAT designed by Zaha Hadid, Dubai, United Arab Emirates",1806,8.8,5,Fabulous,no,yes,yes,yes,yes,yes,,double bed,Always ME,29014,Continental, Vegetarian, Vegan
2817,Dubai,"Crowne Plaza Dubai Marina, an IHG Hotel",yes,"Al Yahoom Street, Dubai Marina, Dubai Marina, 116888  Dubai, United Arab Emirates",3369,8.9,5,Fabulous,yes,yes,yes,yes,no,yes,single bed,double bed,Standard Room,14834,Continental, Italian, Full English/Irish
2818,Dubai,Andaz Residence by Hyatt - Palm Jumeirah,yes,"Palm Jumeirah, Palm Jumeirah, Dubai, United Arab Emirates",669,8.8,4,Fabulous,yes,yes,yes,yes,no,yes,single bed,double bed,Studio Apartment,26756,Vegetarian, Vegan, Gluten-free
2819,Dubai,Hyatt Place Dubai Jumeirah,yes,"Al Mina Road, PO Box 31075, Dubai, United Arab Emirates",3519,8.4,5,Very good,yes,yes,yes,yes,no,yes,single bed,double bed,Twin Room with Sofa Bed,13005,Continental, Italian, Full English/Irish
2820,Dubai,Millennium Montrose Hotel Apartment,yes,"Dubai Science Park, Al Barsha South Dubai, Dubai, United Arab Emirates",2102,8.6,3,Fabulous,no,yes,no,yes,no,yes,,double bed,Superior Studio,7620,Continental, Buffet,no
2821,Dubai,Hyatt Place Dubai Jumeirah Residences,yes,"Al Mina Road, PO Box 31075, Dubai, United Arab Emirates",1440,8.4,4,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Studio with Kitchen,13592,Continental, Italian, Full English/Irish
2822,Dubai,Andaz by Hyatt – Palm Jumeirah,yes,"Palm Jumeirah, P.O. Box 390068, Palm Jumeirah, Dubai, United Arab Emirates",3173,8.6,4,Fabulous,yes,yes,yes,yes,no,yes,single bed,double bed,King Room,22579,Vegetarian, Vegan, Halal
2823,Dubai,Millennium Place Barsha Heights Hotel Apartments,yes,"First Al Khail Street Tecom, Barsha Heights, Barsha Heights (Tecom) , Dubai, United Arab Emirates",4059,8.4,1,Very good,yes,yes,yes,yes,no,yes,single bed,double bed,Superior King Studio,8687,Continental, Vegetarian, Halal
2824,Dubai,Bella Vista - 29 Boulevard Downtown Burj Khalifa,yes,"Down Town, Burj Khalifa Boulevard 29, Downtown Dubai, Dubai, United Arab Emirates",1401,7.3,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Vibrant 1-Bedroom Apartment Burj Khalifa & Fountain Views,18041,no,no,no
2825,Dubai,Paramount Hotel Dubai,yes,"Marasi Drive, Dubai, United Arab Emirates",8612,8.4,2,Very good,yes,yes,no,yes,no,yes,single bed,double bed,Scene Room Downtown View,16629,no,no,no
2826,Dubai,Rixos The Palm Luxury Suite Collection - Ultra All Inclusive,yes,"East Crescent Plot 40 Palm Jumeirah, Palm Jumeirah, 0002 Dubai, United Arab Emirates",28,8.7,4,Fabulous,yes,yes,no,yes,yes,yes,,double bed,Two-Bedroom Luxury Suite,124974,no,no,no
2827,Dubai,Waldorf Astoria Dubai International Financial Centre,yes,"Burj Daman, Al Mustaqbal Street, Dubai International Financial Centre, Trade Centre, Dubai, United Arab Emirates",1013,9.4,4,Superb,yes,yes,yes,yes,no,yes,,double bed,King Corner Room with Skyline View,36042,Continental, Italian, Vegetarian
2828,Dubai,Hyatt Place Dubai Wasl District Residences,yes,"Al Maktoum Road Al Wasl District, Near Al Ghurair Mall, Dubai, United Arab Emirates",2913,8.0,5,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,One-Bedroom Apartment with Kitchen,14563,Continental, Italian, Full English/Irish
2829,Dubai,"Mandarin Oriental Jumeira, Dubai",no,"1 Jumeirah Street Jumeirah Beach Road, Jumeirah, Dubai, United Arab Emirates",1592,9.2,4,Superb,yes,yes,yes,yes,yes,yes,single bed,double bed,Superior Double Room,81284,Italian, Full English/Irish, Vegetarian
2830,Dubai,Maison Privee - Luxury Living Next to Dubai Mall & Burj Khalifa,yes,"Sheikh Mohammed bin Rashid Blvd, Downtown Dubai, Downtown Dubai, Dubai, United Arab Emirates",2,9.0,4,Superb,no,yes,no,no,no,yes,,double bed,One-Bedroom Apartment,16765,no,no,no
2831,Dubai,Mövenpick Hotel Apartments Downtown Dubai,yes,"Al Ohood Street Dubai Downtown, Downtown Dubai, Dubai, United Arab Emirates",1580,8.4,3,Very good,yes,yes,yes,yes,yes,yes,single bed,double bed,Deluxe King Room,23708,Full English/Irish, Vegetarian, Halal
2832,Dubai,Canal Central Hotel,yes,"Al Abraj Street Business Bay, Dubai, United Arab Emirates",6347,8.5,4,Very good,yes,yes,yes,yes,no,yes,single bed,double bed,Deluxe Room Partial Bay View with free access to Hotel's private beach at Palm - Jumeirah,19869,Continental, Full English/Irish, Vegetarian
2833,Dubai,DoubleTree by Hilton Hotel and Residences Dubai – Al Barsha,yes,"Opposite to Mall of the Emirates , Al Barsha, PO Box 72584 Dubai, United Arab Emirates",1681,7.3,4,Good,yes,yes,yes,yes,no,yes,single bed,double bed,Twin Guest Room,6663,Continental, Full English/Irish, Vegetarian
2834,Dubai,Gevora Hotel,yes,"Sheikh Zayed Road Trade Centre Area,Next to Al Attar Tower, Trade Centre, Dubai, United Arab Emirates",10249,7.7,3,Good,yes,yes,yes,yes,no,yes,,double bed,Deluxe Room,13448,Continental, Vegetarian, Vegan
2835,Dubai,Maison Privee - Central Dubai Apt with Danish Twist & Burj Khalifa Views,yes,"Sheikh Mohammed bin Rashid Boulevard, Downtown Dubai, Dubai, United Arab Emirates",31,7.4,4,Good,no,yes,no,no,no,yes,,double bed,Apartment,27403,no,no,no
2836,Dubai,"Element Me'aisam, Dubai",yes,"Dubai Production City, Dubai, United Arab Emirates",207,8.3,4,Very good,yes,yes,no,no,no,yes,single bed,double bed,"Studio Apartment – King Bed (Complimentary Breakfast & Shuttle to Sobha Realty Metro Station, JBR Beach & Mall of the Emirates)",7658,Continental, Halal,no
2837,Dubai,"FORM Hotel Dubai, a Member of Design Hotels",yes,"Al Jadaf, Bur Dubai, Dubai, United Arab Emirates",3237,8.6,3,Fabulous,yes,yes,no,no,no,yes,single bed,double bed,Cozy Queen Room with City View,7790,Halal,no,no
2838,Dubai,"Bulgari Resort, Dubai",yes,"Jumeira Bay Island, Jumeira 2, Jumeirah, Dubai, United Arab Emirates",480,9.4,4,Superb,yes,yes,no,yes,no,yes,single bed,double bed,Deluxe King Guest Room with Beach View with Balcony,97089,Continental, American,no
2839,Dubai,Elite 8 sport city,no,"Dubai sport city, Dubai, United Arab Emirates",0,0.0,3,,no,no,no,no,no,no,,double bed,One-Bedroom Apartment,4064,no,no,no
2840,Dubai,Class Hotel Apartments,yes,"Al Thanya Street Barsha Heights, Barsha Heights (Tecom) , Dubai, United Arab Emirates",1255,8.1,2,Very good,yes,yes,no,yes,no,yes,single bed,double bed,Standard Studio Apartment,8941,Continental, Full English/Irish, Vegetarian
2841,Dubai,The St Regis Downtown Dubai,yes,"Marasi Drive, Dubai, United Arab Emirates",2171,9.0,4,Superb,yes,yes,yes,yes,yes,yes,single bed,double bed,Deluxe Double Room with Two Double Beds and Canal View including Signature St. Regis Butler Service,28224,Continental, Vegetarian, Vegan
2842,Dubai,Barceló Residences Dubai Marina,yes,"Al Sufouh Road, Dubai Marina, Dubai Marina, Dubai, United Arab Emirates",1267,8.2,2,Very good,yes,yes,no,yes,no,yes,single bed,double bed,One-Bedroom Apartment,9677,no,no,no
2843,Dubai,DAMAC Maison Distinction,yes,"School Street Burj Area, Downtown Dubai, Dubai, United Arab Emirates",4680,8.9,1,Fabulous,yes,yes,no,no,no,yes,single bed,double bed,Deluxe Room with Downtown View,17273,no,no,no
2844,Dubai,Al Bandar Arjaan by Rotana – Dubai Creek,yes,"Baniyas Road, Dubai, United Arab Emirates",736,8.5,5,Very good,yes,yes,yes,yes,yes,yes,single bed,double bed,City View Studio - Twin Beds,12193,Continental, Italian, Vegetarian
2845,Dubai,Al Bandar Rotana – Dubai Creek,yes,"Baniyas Road, Dubai, United Arab Emirates",3487,8.7,4,Fabulous,no,yes,yes,yes,no,yes,single bed,double bed,City View Room - King Bed,11177,Full English/Irish, Vegetarian, Halal
2846,Dubai,Rixos Premium Dubai JBR,yes,"The Walk - Jumeirah Beach Residence, Jumeirah Beach Residence, Dubai, United Arab Emirates",4273,9.1,3,Superb,yes,yes,no,yes,yes,yes,single bed,double bed,Deluxe Double Room,31701,Continental,no,no
2847,Dubai,Nikki Beach Resort & Spa Dubai,yes,"Pearl Jumeira, Dubai, United Arab Emirates",1862,9.0,4,Superb,yes,yes,no,yes,no,yes,single bed,double bed,Covet Twin Room,42900,no,no,no
2848,Dubai,Royal Continental Hotel,yes,"27th Street, Next to Deira City Centre, Port Saeed, Deira , Dubai, United Arab Emirates",3834,8.4,3,Very good,yes,yes,no,yes,no,yes,single bed,double bed,Superior King Room,6772,Continental, Asian, American
2849,Dubai,"La Ville Hotel & Suites CITY WALK Dubai, Autograph Collection",yes,"Al Multaqa Street, Al Wasl, Dubai, United Arab Emirates",929,8.6,3,Fabulous,yes,yes,yes,yes,yes,yes,,double bed,"Deluxe Room, Guest room, 1 King",28653,Continental, Italian, Full English/Irish
2850,Dubai,Dream Inn Apartments - Burj Residences Burj Khalifa View,yes,"Burj Residence, Downtown Dubai, Dubai, United Arab Emirates",406,7.2,4,Good,yes,yes,no,no,yes,yes,single bed,double bed,Spectacular 2-Bedroom Apartment Fountain View,20672,no,no,no
2851,Dubai,Jumeirah Al Naseem,yes,"King Salman bin Abdulaziz Al Saud Street, Madinat Jumeirah Resort, Umm Suqeim, Dubai, United Arab Emirates",1588,9.0,2,Superb,yes,yes,no,yes,no,yes,,double bed,Resort Deluxe & Wild Wadi Waterpark™ Access,71123,Continental, Halal,no
2852,Dubai,Aspen Chalets by Kempinski Hotel Mall of The Emirates,yes,"Sheikh Zayed Road, Al Barsha, Dubai, United Arab Emirates",129,9.4,3,Superb,yes,yes,yes,yes,no,yes,single bed,double bed,Grand Deluxe Room City View,47393,Continental, Full English/Irish, Vegetarian
2853,Dubai,"Habtoor Palace Dubai, LXR Hotels & Resorts",yes,"Sheikh Zayed Road, Dubai, United Arab Emirates",762,8.8,4,Fabulous,yes,yes,no,yes,no,yes,,double bed,Deluxe Double Room with Two Double Beds,21235,Continental, Vegetarian, Vegan
2854,Dubai,Adagio Premium Dubai Al Barsha,yes,"Off Mashreq Metro Station, Sheikh Zayed Road, PO Box 450011, Al Barsha, Dubai, United Arab Emirates",319,7.5,4,Good,yes,yes,no,yes,yes,yes,single bed,double bed,One-Bedroom Apartment,10138,Full English/Irish, Vegetarian, Halal
2855,Dubai,Jannah Place Dubai Marina,yes,"Nasaq Street, Dubai Marina, Dubai Marina, Dubai, United Arab Emirates",633,7.5,4,Good,yes,yes,no,no,no,yes,single bed,double bed,Studio Apartment,6751,no,no,no
2856,Dubai,Pullman Dubai Creek City Centre Residences,yes,"Deira City Centre Baniyas Road, Dubai, United Arab Emirates",916,8.3,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Studio Apartment,15647,Continental, Vegetarian, Gluten-free
2857,Dubai,"Sheraton Grand Hotel, Dubai",yes,"Sheikh Zayed Road 3, Trade Centre, 123979 Dubai, United Arab Emirates",2603,8.4,3,Very good,yes,yes,yes,yes,yes,yes,single bed,double bed,"Deluxe Room, Guest room, King",28224,Continental, Vegetarian, Gluten-free
2858,Dubai,Astonishing Marina & sea view modern apartment,yes,"Al Seba Street, Dubai Marina, Dubai, United Arab Emirates",0,0.0,3,Exceptional,no,no,no,no,yes,yes,,double bed,One-Bedroom Apartment,8128,no,no,no
2859,Dubai,DAMAC Maison Canal Views,yes,"Business Bay, Dubai, United Arab Emirates",1094,9.0,4,Superb,yes,yes,no,yes,no,yes,single bed,double bed,Deluxe Room Downtown View,11958,Continental,no,no
2860,Dubai,City Premiere Marina Hotel Apartments,yes,"Dubai Marina, Near Marina Metro Station, Dubai Marina, Dubai, United Arab Emirates",3427,8.2,2,Very good,yes,yes,no,no,no,yes,single bed,double bed,Standard One-Bedroom Apartment,12191,Continental, Asian, American
2861,Dubai,DoubleTree by Hilton Dubai Jumeirah Beach,yes,"Jumeirah Beach Residence, The Walk  , Jumeirah Beach Residence, Dubai, United Arab Emirates",1722,8.2,4,Very good,yes,yes,no,yes,no,yes,single bed,double bed,One-Bedroom Family Suite,20705,Continental, Full English/Irish, Vegetarian
2862,Dubai,Hyatt Place Dubai Al Rigga,yes,"Al Rigga Road, 33178 Dubai, United Arab Emirates",5704,8.0,4,Very good,yes,yes,yes,yes,no,yes,single bed,double bed,Twin Room with Sofa Bed,11741,Continental, Full English/Irish, Vegetarian
2863,Dubai,Carlton Downtown Hotel,yes,"Sheikh Zayed Road, Near DIFC Metro Station, Trade Centre, P.O. Box 7143 Dubai, United Arab Emirates",3236,7.6,3,Good,yes,yes,yes,yes,no,yes,single bed,double bed,Suite,13914,Continental, Full English/Irish, Vegetarian
2864,Dubai,"Ramada Hotel, Suites and Apartments by Wyndham Dubai JBR",yes,"Jumeirah Beach Residence, Jumeirah Beach Residence, P O Box 120253 Dubai, United Arab Emirates",5895,7.9,4,Good,yes,yes,yes,yes,no,yes,single bed,double bed,Deluxe King Room - Mobility and Hearing Impaired Access/Non-Smoking,12137,Full English/Irish, Vegetarian, Halal
2865,Dubai,Marriott Executive Apartments Dubai Al Jaddaf,yes,"Oud Metha Road, Al Jaddaf Area , Bur Dubai, Dubai, United Arab Emirates",569,8.5,4,Very good,yes,yes,no,yes,no,yes,single bed,double bed,One-Bedroom Apartment (Complimentary Shuttle to La Mer and Dubai Mall),13547,Continental, Full English/Irish, Vegetarian
2866,Dubai,Waldorf Astoria Dubai Palm Jumeirah,yes,"Palm Jumeirah, Crescent East, Plot C-34, Palm Jumeirah, 24988 Dubai, United Arab Emirates",2426,8.7,4,Fabulous,yes,yes,no,yes,yes,yes,,double bed,Superior King Room,26544,Continental, Vegetarian, Vegan
2867,Dubai,DAMAC Maison Mall Street,yes,"Mohammed Bin Rashid Boulevard, Downtown Dubai, Downtown Dubai, 2195 Dubai, United Arab Emirates",4821,8.8,4,Fabulous,yes,yes,yes,yes,no,yes,single bed,double bed,One Bedroom Suite - City View,14631,Continental, Vegetarian, Halal
2868,Dubai,Ivory Grand Hotel Apartments,yes,"Behind Mall of the Emirates, Al Barsha 1, Al Barsha, 391977 Dubai, United Arab Emirates",1704,7.5,5,Good,yes,yes,no,yes,no,yes,single bed,double bed,Classic One-Bedroom Apartment,8718,Continental, Vegetarian, Halal
2869,Dubai,Grand Heights Hotel Apartments,yes,"Tecom, Barsha Heights (Tecom) , 125616  Dubai, United Arab Emirates",1827,8.5,4,Very good,yes,yes,no,yes,no,yes,,double bed,Classic Studio,8041,Continental,no,no
2870,Dubai,Conrad Dubai,yes,"Sheikh Zayed Road, Trade Centre, Dubai, United Arab Emirates",1966,8.7,4,Fabulous,yes,yes,yes,yes,yes,yes,single bed,double bed,Deluxe Double Room with Two Double Beds and Sea View,28801,Continental, Italian, Vegetarian
2871,Dubai,Anantara Downtown Dubai,yes,"Downtown Burj Khalifa Street, 71847 Dubai, United Arab Emirates",1905,8.6,3,Fabulous,yes,yes,no,yes,yes,yes,single bed,double bed,Premier City View Room,18695,Continental, Italian, Full English/Irish
2872,Dubai,JW Marriott Marquis Hotel Dubai,yes,"Sheikh Zayed Road, Business Bay, Dubai, United Arab Emirates",3251,8.6,3,Fabulous,yes,yes,yes,yes,yes,yes,single bed,double bed,Executive Suite with Lounge Access,41771,Continental, American,no
2873,Dubai,"Delta Hotels by Marriott Jumeirah Beach, Dubai",yes,"Jumeirah Beach Residence, Bahar 7, P.O. Box 118555,, Jumeirah Beach Residence, 118555 Dubai, United Arab Emirates",1544,8.5,3,Very good,yes,yes,no,yes,yes,yes,single bed,double bed,Standard King Room - Complimentary beach kit and private beach pass (extra fee),14663,Vegetarian, Halal, Asian
