sno,Hotel_Name,wifi_box,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast Cuisine1,Breakfast Cuisine2,Breakfast Cuisine3
4617,W Melbourne,yes,no,yes,yes,yes,yes,yes,no,no,no
4618,"{Promo!} Next to Train Station, FREE WIFI!",yes,yes,yes,no,no,yes,no,no,no,no
4619,Fawkner Mansions Heritage Hotel,no,yes,yes,no,no,yes,no,no,no,no
4620,Mantra on Jolimont,yes,yes,yes,no,no,yes,yes,Continental, Full English/Irish, Gluten-free
4621,City Square Motel,yes,yes,yes,no,no,yes,yes,no,no,no
4622,Hotel 115,yes,no,yes,no,yes,yes,yes,no,no,no
4623,The Motley Hotel,yes,yes,yes,no,yes,yes,yes,no,no,no
4624,Plum Serviced Apartments Carlton,yes,no,yes,no,no,yes,yes,no,no,no
4625,Footscray Motor Inn and Serviced Apartments,yes,no,yes,no,yes,yes,no,no,no,no
4626,Parkside Inn Motel,yes,yes,yes,no,no,yes,no,no,no,no
4627,Stylish 2Bed Apt in Central CBD (TF41052201),yes,no,no,no,no,yes,no,no,no,no
4628,City Centre Budget Hotel,yes,yes,yes,no,no,yes,no,no,no,no
4629,"Hyatt Place Melbourne, Essendon Fields",yes,yes,yes,no,yes,yes,yes,Continental,no,no
4630,Como Court Budget Accommodation,yes,no,yes,no,yes,yes,no,Full English/Irish,no,no
4631,Veriu Queen Victoria Market,yes,yes,yes,no,yes,yes,yes,no,no,no
4632,lovely 1 bedroom apartment with indoor fireplace,yes,no,no,no,no,yes,no,no,no,no
4633,Prahran Chic & Cozy Retreat,yes,no,no,no,no,yes,no,no,no,no
4634,Parkville Place Serviced Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4635,Adina Apartment Hotel Melbourne Flinders Street,yes,yes,yes,no,yes,yes,yes,no,no,no
4636,Airport Tourist Village Melbourne,yes,yes,yes,no,no,yes,no,no,no,no
4637,Mantra on Russell,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4638,Adina Apartment Hotel Melbourne Southbank,yes,yes,yes,no,no,yes,yes,no,no,no
4639,Luxury Apartment Stay - Unbelievable Facilities!,yes,no,no,no,yes,yes,no,no,no,no
4640,*Promo* 2-Bedroom Villa Next to Train Station!,yes,yes,yes,no,no,yes,no,no,no,no
4641,City Edge East Melbourne Apartment Hotel,yes,yes,yes,no,no,yes,no,no,no,no
4642,Coppersmith Hotel,yes,no,yes,no,yes,yes,yes,no,no,no
4643,Stylish Thornbury apartment,yes,yes,yes,no,yes,yes,no,no,no,no
4644,Queen Victoria Hostel,yes,no,yes,no,yes,yes,no,no,no,no
4645,Vibrant !!! stylish open big city view balcony family friendly,yes,yes,yes,no,no,yes,no,no,no,no
4646,CBD Spacious Two Bedrooms Apartment,yes,no,no,no,no,yes,yes,no,no,no
4647,Alexander Lombard Tower Collection,yes,no,yes,no,no,no,yes,no,no,no
4648,Your Home Away from Home,yes,yes,no,no,no,yes,no,no,no,no
4649,Good memories A,yes,no,no,no,no,yes,no,no,no,no
4650,Henry Home,yes,no,no,no,no,yes,no,no,no,no
4651,City Stays,yes,no,no,no,no,yes,no,no,no,no
4652,15 Charles Abbotsford Homestay,yes,no,yes,no,no,no,no,no,no,no
4653,Studio 7 - Saint George Accommodation,yes,no,yes,no,no,yes,no,no,no,no
4654,Crest on Barkly Hotel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4655,The Glenferrie Hotel Hawthorn,yes,no,yes,no,yes,yes,no,no,no,no
4656,Punthill Essendon,yes,yes,yes,no,no,yes,yes,no,no,no
4657,Plum Serviced Apartments North Melbourne,no,no,yes,no,no,yes,no,no,no,no
4658,Reservoir 短租,no,no,no,no,no,yes,no,no,no,no
4659,Hidden gem in Melbourne city with FREE 6 car park & WiFi with large backyard,yes,yes,yes,no,yes,yes,no,no,no,no
4660,Luxurious Queen Bed Suite with a Balcony,yes,yes,yes,no,no,yes,yes,no,no,no
4661,Hawthorn Gardens Serviced Apartments,yes,yes,yes,no,no,yes,no,no,no,no
4662,Quest on William,yes,yes,yes,no,no,yes,yes,no,no,no
4663,Exquisite Elegance & Luxury Home,no,yes,yes,no,no,yes,no,no,no,no
4664,Carlton Stunning View Apartment with Free Parking -2,yes,no,no,no,no,yes,yes,no,no,no
4665,Highrise best location 2baths,yes,no,no,no,no,yes,yes,no,no,no
4666,The Interlude,yes,no,no,yes,yes,yes,yes,Continental,no,no
4667,Evancourt Motel Malvern East,yes,yes,yes,no,no,yes,no,no,no,no
4668,151 Hoddle Budget Private Rooms,yes,no,yes,no,no,yes,no,no,no,no
4669,The Queen apartment of Melbourne,yes,no,no,no,no,yes,no,no,no,no
4670,Apartments on Chapman,yes,yes,yes,no,no,yes,yes,no,no,no
4671,Quest Flemington Central,yes,yes,yes,no,yes,yes,yes,no,no,no
4672,Silver House - Melbourne Airport Accommodation,yes,yes,yes,no,no,yes,no,no,no,no
4673,Elegant Three Bedrooms Apartment with Free Parking in Southbank Near Crown,yes,no,no,no,no,no,no,no,no,no
4674,East Brunswick Hotel,yes,no,yes,no,yes,yes,no,no,no,no
4675,Spacious beautiful apartment in Melbourne CBD for four people,no,no,no,no,no,yes,no,no,no,no
4676,Oaks Melbourne South Yarra Suites,yes,no,yes,no,no,yes,yes,no,no,no
4677,Stunning 2-Bed Apartment with Panoramic CBD Views,yes,no,no,no,no,yes,no,no,no,no
4678,DreamStayz Bourke St CBD with Apple TV Netflix & Free Wifi,yes,no,yes,no,no,yes,no,no,no,no
4679,Central Prime Luxury near Melbourne Central,yes,yes,yes,no,no,yes,yes,no,no,no
4680,Riverside Apartments Melbourne (formerly Best Western Riverside Apartments),yes,yes,yes,no,no,yes,yes,no,no,no
4681,Quest on William,yes,yes,yes,no,no,yes,yes,no,no,no
4682,H & D Apartments,yes,yes,yes,no,no,no,no,Continental,no,no
4683,The Marker Apartments Melbourne,yes,yes,yes,no,no,yes,no,no,no,no
4684,Contemporary 2-Bed with City Views Gym & Pool,yes,no,no,no,no,yes,yes,no,no,no
4685,Modern Haven in Carlton Living in Melbourne,yes,no,yes,no,no,yes,yes,no,no,no
4686,Stunning View 2Bdr Apt Southbank (TF320523),yes,no,no,no,no,no,no,no,no,no
4687,Bright Urban Oasis,yes,no,no,no,no,yes,yes,no,no,no
4688,Corporate Living Accommodation Hawthorn,yes,no,yes,no,no,yes,yes,no,no,no
4689,Lily Sands Inn,yes,no,yes,no,yes,yes,yes,no,no,no
4690,Dreamy Nature Apt in Free Tram Zone with Garden Views & Free Parking,yes,yes,yes,no,no,yes,yes,no,no,no
4691,"1 BRM, Southbank, King Bed, Lvl 37",yes,no,yes,no,no,yes,no,no,no,no
4692,ACD Apartments,yes,yes,yes,no,no,yes,yes,no,no,no
4693,Bright & Comfy 2 Bedroom St Kilda East Apartment,yes,no,no,no,no,yes,no,no,no,no
4694,Poets Retreat,yes,yes,yes,no,no,yes,no,no,no,no
4695,Gordon House Apartments,yes,no,yes,no,no,yes,yes,no,no,no
4696,Adorabe 1-Bedroom guesthouse with free parking on premises,no,yes,yes,no,no,yes,no,no,no,no
4697,Austin Rise Bed and Breakfast,yes,yes,yes,no,yes,yes,no,Continental, Full English/Irish, Vegetarian
4698,Lovely older home,yes,yes,yes,no,yes,yes,no,no,no,no
4699,Summer House Melbourne Backpackers,yes,no,no,no,yes,yes,yes,no,no,no
4700,*Promo!* 2-Min to Train Station!,yes,yes,yes,no,no,yes,no,no,no,no
4701,1K Paris,yes,yes,yes,yes,yes,yes,yes,Continental,no,no
4702,Hôtel Vernet Champs Elysées Paris,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4703,Port Royal Hotel,yes,no,yes,no,no,yes,yes,Continental,no,no
4704,Hôtel Le Daum,yes,no,yes,no,no,yes,yes,Continental,no,no
4705,Hotel Anya,yes,no,yes,no,no,yes,no,no,no,no
4706,Porte de Versailles Hotel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4707,Hotel CIS Paris Kellermann,yes,no,yes,no,no,yes,yes,Continental,no,no
4708,Hôtel Liège Strasbourg,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4709,Au Pacific Hotel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4710,Hotel CIS Paris Maurice Ravel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4711,Hotel Eden Montmartre,yes,no,yes,no,no,yes,yes,Continental, Vegetarian, Gluten-free
4712,Hotel Mimosa Paris,yes,yes,yes,no,no,yes,no,no,no,no
4713,Hôtel Albert 1er,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4714,Hôtel Korner Etoile,yes,yes,yes,no,no,yes,yes,Continental,no,no
4715,Grand Hotel Francais,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4716,Charming room in Paris 14 eme,yes,no,no,no,no,yes,no,no,no,no
4717,UCPA SPORT STATION HOSTEL PARIS,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4718,Grand Hôtel du Bel Air,yes,yes,yes,no,no,yes,yes,Continental,no,no
4719,ibis Paris Vaugirard Porte de Versailles,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free,no
4720,ibis Styles Paris Bercy,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4721,Hotel Inn Design Paris Place d’Italie (ex Timhotel),yes,yes,yes,no,yes,yes,yes,Continental, American,no
4722,Hotel Esmeralda,yes,yes,yes,no,no,yes,no,no,no,no
4723,Hôtel Résidence De Bruxelles,yes,yes,yes,no,yes,yes,yes,no,no,no
4724,Hôtel du Cygne Paris,yes,no,no,no,yes,yes,no,Continental,no,no
4725,Hôtel du Mont Blanc,yes,no,yes,no,yes,yes,yes,Buffet,no,no
4726,Hôtel Saint Marcel,yes,no,yes,no,no,yes,yes,Continental,no,no
4727,VLH Montparnasse Eiffel,yes,no,no,no,no,yes,yes,Buffet,no,no
4728,Kyriad Hotel XIII Italie Gobelins,yes,yes,yes,no,no,yes,yes,Continental,no,no
4729,Hotel des Bains,yes,yes,no,no,no,yes,yes,no,no,no
4730,HotelF1 Paris Saint Ouen Marché Aux Puces,yes,yes,yes,no,no,yes,yes,Continental,no,no
4731,Hotel Bellevue Montmartre,yes,no,yes,no,no,yes,yes,Continental,no,no
4732,Hôtel des Comédies,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4733,Hôtel Léonard de Vinci II,yes,no,yes,no,yes,yes,no,Continental,no,no
4734,Hôtel AMI - Orso Hotels,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Buffet
4735,Montparnasse Cozy 2 Rooms in a Shared Apartment,yes,yes,yes,no,no,no,no,no,no,no
4736,Hôtel L de Lutèce,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4737,Résidence du Pré,yes,no,yes,no,yes,yes,yes,Continental,no,no
4738,Hotel Korner Montparnasse,yes,yes,yes,no,no,yes,yes,Continental,no,no
4739,Hotel Park Lane Paris,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free, American
4740,Hôtel Exquis by Elegancia,yes,yes,yes,no,no,yes,yes,Continental,no,no
4741,Hôtel Lodge In Paris 13,yes,yes,yes,no,no,yes,yes,Continental,no,no
4742,Adagio Paris 19ème Cité de la Musique,yes,yes,yes,no,no,yes,yes,Continental,no,no
4743,Hôtel Aiglon,yes,yes,yes,no,no,yes,yes,Continental, Buffet,no
4744,"Holiday Inn Paris Gare de l'Est, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, American,no
4745,Hotel le 18 Paris,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free, American
4746,Zoku Paris,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
4747,Hotel Pilime,yes,yes,yes,no,no,yes,yes,no,no,no
4748,MEININGER Hotel Paris Porte de Vincennes,yes,yes,no,no,yes,yes,yes,Continental,no,no
4749,HOTEL ABOUKIR,yes,yes,yes,no,no,yes,no,no,no,no
4750,Mercure Paris Gare De Lyon TGV,yes,no,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4751,Color Design Hotel,yes,yes,no,no,yes,no,yes,no,no,no
4752,"Hotel Apolonia Paris Mouffetard, Sure Hotel Collection by Best Western",yes,no,yes,no,yes,yes,yes,Continental,no,no
4753,Relais Bergson,yes,yes,yes,no,no,yes,no,Continental,no,no
4754,Hotel Le Clos d'Alésia,yes,yes,yes,no,yes,yes,yes,no,no,no
4755,Hotel de Nesle,yes,no,yes,no,no,yes,no,no,no,no
4756,Hotel Luna Park,yes,yes,no,no,no,yes,no,no,no,no
4757,L'Ouest Hotel,yes,yes,yes,no,no,yes,yes,no,no,no
4758,Hotel Korner Eiffel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4759,Hotel Meslay Republique,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4760,Hôtel Hor Les Lumières,yes,no,yes,no,no,yes,yes,no,no,no
4761,Hôtel Des Arts-Bastille,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4762,Hotel Viator - Gare de Lyon,yes,no,yes,no,yes,yes,yes,Continental,no,no
4763,Prince Monceau,yes,no,yes,no,no,yes,yes,Continental,no,no
4764,Hotel Mirabeau Eiffel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4765,Hotel Puy De Dôme,yes,no,yes,no,no,yes,yes,no,no,no
4766,Hôtel Pastel Paris,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free, American
4767,ibis Styles Paris Eiffel Cambronne,yes,no,yes,no,no,yes,yes,Continental, Gluten-free,no
4768,Cactus,yes,yes,yes,no,no,yes,no,Continental,no,no
4769,FIAP Paris,yes,yes,yes,no,yes,no,yes,no,no,no
4770,Hotel Europe BLV,yes,yes,yes,no,no,yes,no,no,no,no
4771,Hotel Geoffroy Marie Opéra,yes,no,yes,no,no,yes,yes,Continental, Buffet,no
4772,Hôtel 15 Montparnasse,yes,yes,yes,no,no,no,yes,Continental, American,no
4773,Hôtel Albe Saint Michel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4774,Grand Hotel Dore,yes,no,yes,no,no,yes,yes,Continental,no,no
4775,citizenM Paris Opera,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
4776,Hotel de L'Union,yes,no,yes,no,no,yes,no,no,no,no
4777,citizenM Paris Opera,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan, Gluten-free
4778,Hotel de L'Union,yes,no,yes,no,no,yes,no,no,no,no
4779,Hôtel Tiquetonne,yes,yes,no,no,no,yes,no,Continental,no,no
4780,Timhotel Paris Gare Montparnasse,yes,yes,yes,no,no,yes,yes,Buffet,no,no
4781,Hôtel De l'Arcade,yes,yes,yes,no,no,yes,yes,Continental,no,no
4782,Hotel Armoni Paris,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4783,Mercure Paris Gare Montparnasse TGV,yes,yes,yes,yes,yes,yes,yes,Continental, Asian, American
4784,Mary's Hotel République,yes,yes,yes,no,no,yes,yes,Continental,no,no
4785,Amélie Hotel,yes,no,yes,no,no,yes,no,Continental,no,no
4786,Hotel Terminus Montparnasse,yes,yes,yes,no,no,yes,no,Gluten-free, Buffet,no
4787,Hôtel Le Fabe,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Vegan
4788,Mercure Paris Bastille Marais,yes,no,yes,no,yes,yes,yes,no,no,no
4789,Hôtel Elysées Flaubert,yes,no,yes,no,no,yes,yes,Continental, American,no
4790,Apartments WS Opéra - Laffitte,yes,no,yes,no,no,yes,no,Continental,no,no
4791,Hôtel L'Interlude,yes,yes,yes,no,no,yes,yes,no,no,no
4792,Vice Versa,yes,no,yes,no,yes,yes,yes,Continental,no,no
4793,"Holiday Inn Paris Montmartre, an IHG Hotel",yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, American
4794,ibis Budget Paris Nord 18ème,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4795,Hôtel Odyssey by Elegancia,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4796,Pavillon Monceau,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4797,Arcadie Montparnasse,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4798,Hôtel Beauregard,yes,yes,yes,no,no,yes,yes,no,no,no
4799,Kyriad Paris 18 - Porte de Clignancourt - Montmartre,yes,yes,yes,no,no,yes,yes,no,no,no
4800,Residhome Paris Rosa Parks,yes,yes,yes,no,no,yes,yes,Continental, Buffet,no
4801,Hotel Claude Bernard Saint-Germain,yes,yes,yes,no,no,yes,yes,Continental,no,no
4802,Princesse Caroline,yes,no,yes,no,yes,yes,yes,Buffet,no,no
4803,Hôtel Ambassadeur,yes,yes,yes,no,no,yes,yes,no,no,no
4804,Hôtel Bedford,yes,yes,yes,no,yes,yes,yes,no,no,no
4805,Best Western Plus 61 Paris Nation Hotel,yes,yes,yes,no,yes,yes,yes,Continental, American,no
4806,Mama Shelter Paris East,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4807,Mode Paris Aparthotel,yes,yes,yes,no,no,yes,yes,no,no,no
4808,ATN Hôtel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4809,Hotel Terre Neuve,yes,no,yes,no,no,yes,no,no,no,no
4810,Hôtel le 209 Paris Bercy,yes,yes,yes,no,yes,yes,yes,Vegetarian, American,no
4811,Hilton Garden Inn Paris La Villette,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4812,Hipotel Paris Voltaire Bastille,yes,yes,yes,no,no,yes,yes,no,no,no
4813,Apartments WS Hôtel de Ville - Musée Pompidou,yes,yes,no,no,no,yes,no,Continental,no,no
4814,Hôtel R de Paris - Boutique Hotel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4815,Pink Hotel,yes,no,yes,no,no,yes,yes,Continental,no,no
4816,Novotel Paris Porte Versailles,yes,yes,yes,yes,yes,yes,yes,Continental, Full English/Irish, Vegetarian
4817,Hotel Ekta Champs Elysées,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Halal
4818,Montparnasse Daguerre,yes,no,yes,no,no,yes,yes,Continental,no,no
4819,Hotel Etoile Saint Ferdinand by Happyculture,yes,no,yes,no,no,yes,yes,Continental,no,no
4820,Mercure Paris Centre Tour Eiffel,yes,yes,yes,no,yes,yes,yes,American,no,no
4821,Timhotel Tour Eiffel,yes,yes,yes,no,no,yes,yes,Continental, Buffet,no
4822,Hotel Paradiso,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4823,Grand Hotel des Balcons,yes,yes,yes,no,no,yes,yes,Continental,no,no
4824,Hôtel Des Batignolles,yes,yes,yes,no,no,yes,no,Continental,no,no
4825,Résidence Voûte,yes,yes,yes,no,no,yes,no,no,no,no
4826,Les Plumes Hotel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4827,Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,yes,yes,yes,no,no,yes,yes,no,no,no
4828,Hôtel Perreyve,yes,yes,yes,no,yes,yes,yes,no,no,no
4829,Hotel de L'Esperance,yes,yes,yes,no,no,yes,yes,Continental,no,no
4830,Hotel des Arts - Cite Bergere,yes,yes,yes,no,no,yes,yes,Continental,no,no
4831,Hôtel des Beaux Arts,yes,yes,yes,no,no,yes,no,Continental,no,no
4832,Mercure Paris Gare de l'Est,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Vegan
4833,Hotel Bridget,yes,yes,yes,no,no,yes,yes,Continental,no,no
4834,Grand Hôtel de Clermont,yes,yes,yes,no,yes,yes,no,no,no,no
4835,Hotel Paris Villette,yes,yes,yes,no,no,yes,yes,Continental,no,no
4836,Appia La Fayette,yes,no,yes,no,yes,yes,yes,Continental,no,no
4837,Design Picasso workshop 1900,no,no,yes,no,no,yes,no,no,no,no
4838,ibis Paris Gare du Nord Château Landon 10ème,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4839,Hôtel Madeleine Plaza,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4840,Best Western Plus Opéra Batignolles,yes,no,yes,no,yes,yes,yes,Continental,no,no
4841,Hotel Pacific,yes,yes,yes,no,no,yes,no,no,no,no
4842,Hotel De L'Horloge,yes,yes,yes,no,no,yes,no,Continental,no,no
4843,Hotel Royal Phare,yes,no,no,no,no,yes,yes,no,no,no
4844,hotelF1 Paris Porte de Châtillon,yes,yes,yes,no,no,yes,yes,Continental,no,no
4845,Manolita Paris,yes,yes,yes,no,yes,yes,yes,Continental, American,no
4846,Grand Hôtel Amelot,yes,yes,yes,no,no,yes,yes,Continental,no,no
4847,Le Grey Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4848,Austin's Arts Et Metiers Hotel,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free,no
4849,Esteem Tour Eiffel,yes,yes,yes,no,yes,yes,yes,Buffet,no,no
4850,HotelHome Paris 16,yes,yes,yes,no,no,yes,yes,no,no,no
4851,Paris Marriott Champs Elysees Hotel,yes,yes,yes,yes,yes,yes,yes,Continental, American,no
4852,Hotel Terminus Lyon,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4853,HOTEL DE PARIS MONTPARNASSE,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free, American
4854,Courcelles Etoile,yes,yes,yes,no,yes,yes,yes,no,no,no
4855,1 bedroom apartment in Montmartre,yes,no,no,no,no,yes,no,no,no,no
4856,Le Pavillon des Lettres,yes,yes,yes,no,yes,yes,yes,Continental, American, Buffet
4857,Hôtel De La Paix,yes,yes,yes,no,no,yes,yes,Continental,no,no
4858,Hotel Abbatial Saint Germain,yes,no,yes,no,no,yes,yes,Continental, American,no
4859,Hôtel Londres Saint Honoré,yes,yes,yes,no,no,yes,yes,Continental,no,no
4860,Amiral Hôtel,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4861,Hôtel Mistral,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free, American
4862,ibis Paris Porte de Montreuil,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free,no
4863,Golden Tulip Opera de Noailles,yes,yes,yes,no,yes,yes,yes,Continental, Vegetarian, Gluten-free
4864,Sure Hotel by Best Western Paris Gare du Nord,yes,yes,yes,no,no,yes,yes,no,no,no
4865,Longchamp Elysées,yes,yes,yes,no,yes,yes,yes,Continental, Italian, Vegetarian
4866,Convention Montparnasse,yes,yes,yes,no,no,yes,yes,Continental,no,no
4867,Avalon Cosy Hotel Paris,yes,yes,yes,no,no,yes,yes,Continental, Vegetarian, Gluten-free
4868,Hotel Le Richemont,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free,no
4869,ibis Paris Bastille Faubourg St Antoine,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free, American
4870,ibis Styles Paris Buttes Chaumont,yes,no,yes,no,no,yes,yes,Continental,no,no
4871,Libertel Canal Saint Martin,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4872,Best Western Allegro Nation,yes,yes,yes,no,yes,yes,yes,Continental, Full English/Irish, Gluten-free
4873,ibis Paris Gare de Lyon Diderot,yes,yes,yes,no,yes,yes,yes,Continental, Gluten-free,no
4874,Hôtel Aurore Paris Gare de Lyon,yes,yes,yes,no,no,yes,yes,Continental,no,no
4875,Résidence Internationale De Paris,yes,yes,yes,no,no,yes,yes,Continental,no,no
4876,Hôtel Sunny,yes,yes,yes,no,no,yes,yes,Continental,no,no
4877,Hôtel Gaston,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free,no
4878,Hôtel Le Compostelle,yes,no,yes,no,no,yes,yes,Continental,no,no
4879,Hotel Imperial Paris,yes,yes,yes,no,no,yes,yes,no,no,no
4880,Hôtel Orchidée,yes,yes,yes,no,yes,yes,yes,Continental, American,no
4881,New Hotel Le Voltaire,yes,yes,yes,no,no,yes,yes,American,no,no
4882,Hotel Auguste,yes,no,yes,no,no,yes,yes,Continental,no,no
4883,Pavillon Opéra Grands Boulevards,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4884,Bellicilme,yes,no,yes,no,no,yes,no,no,no,no
4885,Hôtel du Terrage,yes,yes,no,no,no,yes,no,no,no,no
4886,ibis Maine Montparnasse,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free,no
4887,New Hôtel Gare Du Nord,yes,yes,yes,no,no,yes,yes,Continental,no,no
4888,citizenM Paris Gare de Lyon,yes,no,yes,no,yes,yes,yes,Vegetarian, Vegan,no
4889,Le Quartier Bercy-Square,yes,yes,yes,no,yes,yes,yes,no,no,no
4890,Apollinaire,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free,no
4891,Apollon Montparnasse,yes,yes,yes,no,no,yes,yes,Continental,no,no
4892,Hôtel d'Orsay - Esprit de France,yes,yes,yes,no,no,yes,yes,Continental, Gluten-free, American
4893,Hôtel Le Relais Saint-Germain,yes,yes,yes,no,no,yes,yes,Continental,no,no
4894,L'Oasis Montparnasse,yes,yes,yes,no,no,yes,no,Continental,no,no
4895,New Hotel Saint Lazare,yes,no,yes,no,no,yes,yes,no,no,no
4896,Citadines Bastille Marais Paris,yes,yes,yes,no,no,yes,yes,Continental,no,no
4897,Altona,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4898,Chalgrin Boutique Hotel,yes,yes,yes,no,yes,yes,yes,Continental, Buffet,no
4899,Nouvel Hôtel Eiffel,yes,yes,yes,no,no,yes,yes,Continental,no,no
4900,Hôtel du Quai de Seine,yes,yes,yes,no,no,yes,yes,Continental,no,no
4901,Hôtel Duc De St-Simon,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4902,Hôtel du Quai de Seine,yes,yes,yes,no,no,yes,yes,Continental,no,no
4903,Hôtel Duc De St-Simon,yes,yes,yes,no,yes,yes,yes,Continental,no,no
4904,Lennon Hotel Paris Gare du Nord,yes,yes,yes,no,no,yes,yes,Continental,no,no
4905,Le Petit Cosy Hôtel,yes,no,yes,no,yes,yes,no,Continental,no,no
4906,Hotel Paris Bercy,yes,no,yes,no,no,no,no,Continental,no,no
4907,OKKO Hotels Paris Gare de l'Est,yes,no,yes,no,yes,yes,yes,Continental, Gluten-free,no
