sno,Hotel_Name,city,location,number_of_reviews,user_ratings,Star_Rating,review_score
1676,Svelte Hotel and Personal Suites,New Delhi,"A- 3, District Centre, Saket, Select City Walk Mall, Saket, 110017 New Delhi, India",480,6.4,4,Pleasant
1677,JSK Residency Inn couple friendly hotel Near Lajpat Nagar market,New Delhi,"E-100 T/F Lajpat Nagar 2, 110042 New Delhi, India",5,4.8,3,Disappointing
1678,Comfy Stay Hotels,New Delhi,"C 193, GREATER KAILASH PART 1, NEW DELHI 110048 NEAR M BLOCK MARKET, GK 1, Greater Kailash 1, 110048 New Delhi, India",33,5.1,3,Passable
1679,Hotel I Stay Main Market Indian Guest allowed only,New Delhi,"Main Bazar six tooti chowk Paharganj, Paharganj, 110007 New Delhi, India",55,8.6,3,Fabulous
1680,The Neem,New Delhi,"S6, Greater Kailash Part 1, Greater Kailash 1, 110048 New Delhi, India",174,9.0,3,Superb
1681,Hotel GODWIN DELUXE - New Delhi Railway Station - Paharganj,New Delhi,"8501/15, Arakashan Road, Ram Nagar, Paharganj, New Delhi, Paharganj, 110055 New Delhi, India",196,7.7,3,Good
1682,Ashoka International Hotel - Karol Bagh Delhi,New Delhi,"Desh Bandhu Gupta Road 3350, Beside Singla Jwellary, Cristian Colony, Karol bagh, 110005 New Delhi, India",22,7.1,3,Good
1683,Collection O Nirvana Residency Near Lotus Temple,New Delhi,"424-Sant Nagar, Iskcon Temple Road, East of Kailash, New Delhi, 110065 New Delhi, India",5,2.8,3,Very poor
1684,Collection O Hamilton Hotel,New Delhi,"S - 153, Panchsheel Park, 110017 New Delhi, India",80,4.5,5,Disappointing
1685,Hotel Sizzling Starr,New Delhi,"9/15 balraj khanna marg east patel nagar, 110008 New Delhi, India",2,9.0,3,Superb
1686,HOTEL SINGH CONTINETAL,New Delhi,"8a/6 wea channa market karol bagh hotel singh continetal, Karol bagh, 110005 New Delhi, India",89,8.4,3,Very good
1687,OYO Flagship Hotel Sai Kripa Stay,New Delhi,"Plot No. A-95  , Main Street, Freedom Fighters Enclave, Neb Sarai, Delhi, 110068, Delhi, 110068 New Delhi, India",7,8.1,5,Very good
1688,Jupiter Plaza Delhi Airport,New Delhi,"Plot in Kh. No. 389/1, Block-A, Road No.-3 Mahipalpur Extn., 110037 New Delhi, India",342,7.2,2,Good
1689,Bungalow 99,New Delhi,"C-99 Chandi Vithi Road,Block C, Defence Colony, New Delhi, 110024 New Delhi, India",131,9.2,4,Superb
1690,Local PALACE,New Delhi,"87 Hauz Khas Fort Road, Hauz Khas, 110016 New Delhi, India",0,0.0,3,
1691,"Deventure Sarovar Portico Kapashera, New Delhi",New Delhi,"88-89, Bijwasan Road Kapashera,, 110037 New Delhi, India",236,6.5,3,Pleasant
1692,Hotel Green Snapper Prime,New Delhi,"House No: 1825, Near Hanshraj college, Main road Malka Ganj, 110007 New Delhi, India",53,7.6,3,Good
1693,Hotel Glow Inn-3 Mins Walking From NDLS,New Delhi,"448 Chandi Wali Gali, Rattan lal Market, Main Bazar Rd, Paharganj, Paharganj, 110055 New Delhi, India",441,7.1,5,Good
1694,Hotel The Kiara At Delhi Airport,New Delhi,"Vasant Kunj Road, 110037 New Delhi, India",109,7.8,3,Good
1695,Hotel Krishna - By RCG Hotels,New Delhi,"45, Arakashan Road, PaharGanj, Paharganj, 110055 New Delhi, India",1075,8.0,3,Very good
1696,Airport Hotel Ramhan Palace Mahipalpur,New Delhi,"A-125, Near Airport Zone, Mahipalpur Extension, Mahipalpur, 110037 New Delhi, India",1388,7.9,4,Good
1697,Roomshala 111 Cosy Nook - Hauz Khas,New Delhi,"8/4, Sarvapriya Vihar, Hauz Khas, 110016 New Delhi, India",32,6.6,3,Pleasant
1698,Nirpra Residency,New Delhi,"Gali Number 3, 110088 New Delhi, India",0,0.0,3,
1699,Vrindavan Residency,New Delhi,"D-111, Saket 2nd floor, Saket, 110017 New Delhi, India",66,7.4,5,Good
1700,FabHotel Anutham Saket,New Delhi,"E 147, Saket, Opposite PVR Cinema, Saket, 110017 New Delhi, India",396,6.7,3,Pleasant
1701,Qotel Jasola Vihar,New Delhi,"87, Pocket 1, Jasola Vihar, New Delhi, Delhi, Jasola, 110025 New Delhi, India",54,7.6,4,Good
1702,Hotel Sky wood At Airport,New Delhi,"Vasant Kunj Road, Near Kelvish, Mahipalpur Extn, 110037 New Delhi, India",33,7.4,3,Good
1703,Cp Villa - Rooms with Patio,New Delhi,"7a Doctors Lane, Gole Market Gole Market, 110001 New Delhi, India",161,8.6,3,Fabulous
1704,Collection O The Pinaki Residency Near Dlf Avenue Saket,New Delhi,"E2/5, Malviya Nagar, Delhi, Malviya Nagar, 110017 New Delhi, India",35,3.5,3,Poor
1705,"Hotel The Prithvi, Near Delhi Airport",New Delhi,"E 552, Main Vasant Kunj Road, Mata Chowk, Near IGI Airport, Delhi - 110037 E 552, Main Vasant Kunj Road, Mata Chowk, Near IGI Airport, Delhi - 110037, 110037 New Delhi, India",27,7.4,3,Good
1706,OYO Hotel B Vrindavan Society,New Delhi,"Gf 01 Self Ved Vihar, Ankur Vihar, 201102 New Delhi, India",1,1.0,4,Bad
1707,Hotel Le Cashew,New Delhi,"8600 DB Gupta Road next building shela cinema near New Delhi Railway station, Paharganj, 110055 New Delhi, India",20,8.6,3,Fabulous
1708,"Hotel Rudra INN at Chhatarpur "" Couple Friendly """,New Delhi,"88 100 Feet Road, Chattarpur, 110074 New Delhi, India",51,5.6,4,Passable
1709,hotel Priya Palace BY BYOB Hotels,New Delhi,"8484/8485, Desh Bandhu Gupta Road, Arya Nagar, Paharganj, Paharganj, 110055 New Delhi, India",28,7.5,3,Good
1710,Hotel Cashew Near New Delhi railway station,New Delhi,"New Delhi Station Road Next Building shela Cinema, Paharganj, 110055 New Delhi, India",1,1.0,4,Bad
1711,Westend Holiday Home - Couple Friendly Stays,New Delhi,"T-60, Bhogal Road, Jangpura, 110014 New Delhi, India",272,6.6,5,Pleasant
1712,The Grace Hotel - Short Drive from Delhi Airport,New Delhi,"Mahipalpur Flyover 59-B, Road No.4,A-Block,Mahipalpur Extn , Mahipalpur, International Airport Zone , Delhi, India, Mahipalpur, 110037 New Delhi, India",39,6.8,3,Pleasant
1713,Hotel Mannat,New Delhi,"M 31, 1st and 2nd floor, Guru Harkrishan Nagar, Pachim Vihar, Pashim Vihar, 110087 New Delhi, India",3,9.7,4,Exceptional
1714,Hotel Comforte Stay Indian Guest allowed only,New Delhi,"VX 643 first floor Main Bazar Paharganj New Delhi, Paharganj, 110055 New Delhi, India",42,8.3,3,Very good
1715,Star Suits Hotel,New Delhi,"Chattarpur Enclave Phase 2 near KANWAR SINGH TANWAR OFFICE, Chattarpur Enclave, Chhatarpur, Delhi 110074, 110074 New Delhi, India",0,0.0,3,
1716,Hotel Delhi Aerocity,New Delhi,"104/2/2 M.R Complex, Near IGI Airport, Rangpuri NH 8, Mahipalpur, 110037 New Delhi, India",251,7.5,4,Good
1717,Hotel Festival Mahipalpur At Delhi Airport,New Delhi,"KH No 415/2 , A Block , Near Indira Gandhi Airport Near Aerocity ,N.H - 8 , Road Number 2 , Mahiaplapur, Mahipalpur, 110037 New Delhi, India",40,9.1,5,Superb
1718,Taj Inn Residency,New Delhi,"19 Kailash Colony Road second Floor, Kailash Colony, 110048 New Delhi, India",2,8.5,1,Very good
1719,"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel",New Delhi,"13A Mayur Vihar, District Centre, Mayur Vihar Phase 1, 110091 New Delhi, India",2069,7.5,4,Good
1720,Arrivalstay,New Delhi,"NH-8, 110037 New Delhi, India",12,4.9,3,Disappointing
1721,The Royal Rosette - 1 Minute from New Delhi Railway Station,New Delhi,"5224, old no-6847, DAL MANDI SHORA KOTHI, Paharganj, New Delhi, Central Delhi, Delhi, 110055 5224, old no-6847, DAL MANDI SHORA KOTHI, Paharganj, New Delhi, Central Delhi, Delhi, 110055, Paharganj, 110055 New Delhi, India",8,7.3,3,Good
1722,"Park Inn by Radisson,South Delhi",New Delhi,"1 & 2  Ring Road, Lajpat Nagar, 110024 New Delhi, India",1332,7.7,3,Good
1723,Raj Mahal Inn,New Delhi,"450-452, Chandi Wali Gali, Main Bazaar, Paharganj, Paharganj, 110055 New Delhi, India",187,7.3,5,Good
1724,OYO Hotel VM Residency,New Delhi,"New Delhi, 110070 New Delhi, India",9,6.2,3,Pleasant
1725,Bloom Hotel - Karol Bagh,New Delhi,"17A/32, Gurudwara Road, Near Pusa Road Metro Pillar No: 98-99 Opposite Jessaram Hospital, WEA, Karol Bagh, Karol bagh, 110005 New Delhi, India",1,6.0,3,Pleasant
1726,Hotel Townhouse,New Delhi,"9, 310, SUNDAR VIHAR, PASCHIM VIHAR1, Pashim Vihar, 110087 New Delhi, India",3,6.3,3,Pleasant
1727,Hotel The Rasa Near Welcome Metro Station,New Delhi,"Plot no 7, Block -B  Main Road, Kanti Nagar, East Delhi, 110051 New Delhi, India",16,8.4,3,Very good
1728,"Pride Plaza Hotel, Aerocity New Delhi",New Delhi,"Asset 5-A, Hospitality District, Aerocity, Indra Gandhi International Airport, New Delhi, 110037 New Delhi, India",3691,7.5,3,Good
1729,The Gold Regency - 02 Mins from New Delhi Railway Station,New Delhi,"4350 Main Bazar Paharganj, Paharganj, 110055 New Delhi, India",282,7.2,3,Good
1730,Moon Star Palace - Hauz Khas,New Delhi,"Hauz Khas Market Road, Hauz Khas, 110016 New Delhi, India",19,6.5,3,Pleasant
1731,The Leena International -New Delhi,New Delhi,"2/3 Main D.B Gupta road pahar ganj, Paharganj, 110055 New Delhi, India",299,7.9,3,Good
1732,"IP Royal Hotel - Couple Friendly Near Yamuna Sports Complex, Karkardooma New Delhi",New Delhi,"Plot No 46 Ram Vihar, Anand Vihar Near - Yamuna Sports Complex Gate No. 1, Opp. Bharat Petroleum Petrol Pump, 110092 New Delhi, India",312,7.4,4,Good
1733,Hotel King plaza Near IGI Airport Delhi,New Delhi,"97A KH NO 417.ROAD NO.5  MAHIPALPUR NEAR IGI AIRPORT NEW DELHI-110037, 110037 New Delhi, India",672,7.4,3,Good
1734,Radisson Blu Plaza Delhi Airport,New Delhi,"National Highway #8 Opp International Airport Near Mahipalpur Extension, Mahipalpur, 110037 New Delhi, India",6254,8.1,3,Very good
1735,The C Park Inn Karol Bagh Homely Atmosphere,New Delhi,"1042/15,Abdul Rahman Road,Naiwalan Karol Bagh, Karol bagh, 110005 New Delhi, India",137,6.9,3,Pleasant
1736,"Rockland Hotel, C.R Park",New Delhi,"B-207, C R Park, Outer Ring Road, 110019 New Delhi, India",135,6.0,3,Pleasant
1737,Bloom Boutique - Connaught Place Area,New Delhi,"104 Babar Road Fire Brigade Lane, Connaught Palace, 110001 New Delhi, India",42,7.1,4,Good
1738,Hotel Anchorage by Foxi Group- Near Delhi Airport,New Delhi,"Road Number 6 Block rz mahipalpur, Mahipalpur, 110037 New Delhi, India",39,7.2,3,Good
1739,Elegant/Stunning 3 BHK Apt in Connaught Place,New Delhi,"Hailey Road, 110001 New Delhi, India",2,10.0,4,Exceptional
1740,Trimrooms Shipra @ New Delhi Railway Station,New Delhi,"8596/1, D.B. Gupta Road, Paharganj Near Shiela Cinema, Paharganj, 110055 New Delhi, India",38,7.3,4,Good
1741,Comfort Point Bed & Breakfast,New Delhi,"A1/32, Safdarjung Enclave Posh South Delhi (Near Green Fields School, Near Diyos Hospital), Safdarjung Enclave, 110029 New Delhi, India",7,8.7,3,Fabulous
1742,Hotel Ambience Suites Delhi Airport,New Delhi,"A-399,Road No-4,Gali No-7,Mahipalpur, New Delhi, Mahipalpur, 110037 New Delhi, India",220,7.5,3,Good
1743,FabExpress Marigold I,New Delhi,"D-7, D-7, Block S, Block D, Krishna Nagar, 110051 New Delhi, India",5,9.8,3,Exceptional
1744,Hotel Uptown - By Srida Hotels,New Delhi,"80 Paharganj Road Plot No. 7, Blok No. 80-A, Krishna Market, Main Bazar, Paharganj, Paharganj, 110055 New Delhi, India",76,7.4,4,Good
1745,"Hotel Kings Inn, Karol Bagh, New Delhi",New Delhi,"W.E.A,, 14, Channa Market, opposite metro pillar no 117 Block 7, WEA, Karol Bagh, New Delhi, Delhi 110005, Karol bagh, 110005 New Delhi, India",33,6.9,3,Pleasant
1746,Hotel Rosewood Near Delhi Airport,New Delhi,"Plot No. 156 A Block, Plot, Street No.9, Rd Number 4, Mahipalpur, New Delhi, Delhi 110037, 110037 New Delhi, India",471,7.0,3,Good
1747,JHouse near Bhikaji,New Delhi,"F-128, 4th Floor, Jhandu Mansion, Mohammadpur, R.K.Puram, 110066 New Delhi, India",325,8.5,3,Very good
1748,Zone Connect by The Park Saket New Delhi,New Delhi,"A1, DLF South Court Mall, District Centre, Saket, Saket, 110017 New Delhi, India",185,7.3,3,Good
1749,Hotel Nitya Maharani ' Near New Delhi Railway Station ',New Delhi,"xv/7884/1 Plot No. 27 Nai Basti Arakashan Road, Paharganj, 110055 New Delhi, India",2102,8.0,3,Very good
1750,The Orion Plaza - Nehru Place,New Delhi,"CC-26, Nehru Enclave,New Delhi, 110019 New Delhi, India",453,7.0,3,Good
1751,Abc residency,New Delhi,"B-217, Block RZ, Mahipalpur Village, Mahipalpur New, Dwarka, 110037 New Delhi, India",0,0.0,4,
1752,Hotel Azulo Inn Bhikaji Cama Place Delhi - Couple Friendly Local IDs Accepted,New Delhi,"B1 - 16 Safdarjung Enclave, New Delhi, Delhi 110029, Safdarjung Enclave, 110029 New Delhi, India",485,7.8,5,Good
1753,Hotel City lite Near IGI Airport,New Delhi,"97-A Kh No. 417 a block mahipalpur, 110037 New Delhi, India",425,7.0,3,Good
1754,"Crowne Plaza New Delhi Okhla, an IHG Hotel",New Delhi,"Plot No 1, Community Centre Okhla, Phase-1, 110020 New Delhi, India",1952,7.9,2,Good
1755,Hotel Sunshine,New Delhi,"17-B 21, Dev Nagar, Desh Bandhu Gupta Road, Karol Bagh, New Delhi, Karol bagh, 110005 New Delhi, India",333,6.1,5,Pleasant
1756,Hotel Pingla Residency,New Delhi,"Paum Main Road Vijay Enclave Dashrathpuri, 110045 New Delhi, India",31,7.1,5,Good
1757,Hotel Blue Sky - Near Hauz Khas fort,New Delhi,"8 Hauz Khas Fort Road, Hauz Khas, 110016 New Delhi, India",23,4.2,3,Disappointing
1758,Apple tree,New Delhi,"Apple tree Hno 30 main bus stand Timarpur opposite DTC pass section, 110054 New Delhi, India",9,4.1,3,Disappointing
1759,Hotel Asian Blue IGi Airport Delhi,New Delhi,"A 83/243 Road no 4 Mahipalpur Extension, New Delhi, Delhi 110037, 110037 New Delhi, India",157,7.2,3,Good
1760,"Hotel JP International "" A Unit of Jageer Palace """,New Delhi,"Block I, Ware Housing Scheme, Kirti Nagar, New Delhi, Delhi, India, 110064 New Delhi, India",15,5.6,3,Passable
1761,"Eros Hotel New Delhi, Nehru Place",New Delhi,"Near Metro Station, Nehru Place, 110019 New Delhi, India",2372,7.4,3,Good
1762,Vinanda Home Stay,New Delhi,"B 6/24 B 6 Extension Safdarjung Enclave, Safdarjung Enclave, 110029 New Delhi, India",32,8.4,4,Very good
1763,HOTEL WILLIAMS,New Delhi,"380 fist floor raj singh complex kapashera New delhi-110037 Raj singh Comlex Fist Floor, 110037 New Delhi, India",2,1.5,3,Bad
1764,HOTEL C PARK (2 min walk to Karol Bagh metro station),New Delhi,"Gurudwara Road Karol Bagh New Delhi India, Karol bagh, 110005 New Delhi, India",0,0.0,3,
1765,Hotel Diamond Tree At Saket Near PVR Cinema,New Delhi,"Saket Rood, E 151, Near PVR, Saket, Saket, 110017 New Delhi, India",139,7.4,3,Good
1766,OYO Hotel Sehej Continental,New Delhi,"D.B Gupta Road, Karol Bagh, Karol bagh, 110005 New Delhi, India",2,1.0,5,Bad
1767,Hotel JPS - Vikas Puri,New Delhi,"C- 362, 1st Floor, Vikas puri, 110018 New Delhi, India",47,7.4,3,Good
1768,Tatvamasi Homestay,New Delhi,"N-30 Chittaranjan Park, 110019 New Delhi, India",200,9.8,3,Exceptional
1769,"AB HOTEL - Hotel Amar ITL - STREET NO 7 - CHUNA MANDI, PAHAR GANJ",New Delhi,"2024/7, chuna mandi paharganj new delhi 110055 2024/7, chuna mandi paharganj new delhi 110055, Paharganj, 110055 New Delhi, India",140,7.2,3,Good
1770,OYO Flagship Hotel Paradise,New Delhi,"A-23, Block A, Badli, sector 19, Delhi, Rohini, 110089 New Delhi, India",0,0.0,4,
1771,Manaya Residency,New Delhi,"IGNOU Main Road, 110068 New Delhi, India",2,7.5,5,Good
1772,Hotel charming chanakya,New Delhi,"KH 724 Adj.to post office Mahipalpur NH8 IGI Road L Block Mahipalpur Village Mahipalpur NewDelhi Delhi, 110037 New Delhi, India",45,6.9,3,Pleasant
1773,Hotel Bluestone - Nehru Place,New Delhi,"CC 24, Nehru Enclave, Kalka Ji Opp. Paras Cinema Nehru Place, 110019 New Delhi, India",331,7.8,3,Good
1774,Qotel Chattarpur,New Delhi,"3788,Block A1, Main Chhatarpur Road, Chhatarpur, New Delhi, Chattarpur, 110030 New Delhi, India",59,6.9,4,Pleasant
1775,Mayda Residency By Mayda Hospitality Pvt. Ltd.,New Delhi,"151, Road Number 4, Street No-9, Mahipalpur, 110037 New Delhi, India",10,6.7,3,Pleasant
1776,OYO Hotel City Castle,New Delhi,"Plot No.189-A, Near Zonal Office Punjab & Sindh Bank Zone-II, Maharana Pratap Nagar, Karol bagh, 462011 New Delhi, India",16,2.3,4,Very poor
1777,The Oakland Plaza by Orion Hotels,New Delhi,"CC 27 , Nehru Enclave, Opposite Modi Towers,, 110019 New Delhi, India",382,7.1,4,Good
1778,Hotel The Royal Plaza,New Delhi,"19 Ashoka Road, Connaught Place, 110001 New Delhi, India",1110,4.8,3,Disappointing
1779,Hotel Batra Home 5 Mint Walk From Nizamuddin Railway Station,New Delhi,"plot no-4 Bhogal Bhogal Road New Delhi 110014, 110014 New Delhi, India",58,7.1,3,Good
1780,Lutyens Bungalow,New Delhi,"New Delhi, 110011 New Delhi, India",154,9.1,4,Superb
1781,Happy Residency,New Delhi,"2 Westend Marg, 110030 New Delhi, India",2,2.5,5,Very poor
1782,RASHI VILA,New Delhi,"Maidan Garhi Road HN 53 GALI NO -3 PRAJAPATI MUHALLA,MAIDANGARHI, 110068 New Delhi, India",0,0.0,3,
1783,Hotel D'Capitol - New Delhi Airport,New Delhi,"K2/815,Main Vasant Kunj Road,Mata Chowk,Mahipalpur Near Delhi Airport, New Delhi-110037, 110037 New Delhi, India",827,7.5,3,Good
1784,SURYA RESIDENCY,New Delhi,"Block D, Palam Extension, Palam, New Delhi, Delhi 110075 , Delhi, Delhi, India.- 110075, 110077 New Delhi, India",3,6.7,3,Pleasant
1785,ROYAL SKY LUXURY NEW Delhi,New Delhi,"RZA-83 , BLOCK-K, MAHIPALPUR EXTN., Mahipalpur, 110037 New Delhi, India",9,8.2,4,Very good
1786,FabExpress Taj Residency,New Delhi,"B 48 major bhola ram enclev Pochanpur village  dwarka sector 23, Dwarka, 110077 New Delhi, India",73,7.6,4,Good
1787,"3BHK Flat for Family Stay, Greater Kailash Part 1",New Delhi,"Greater Kailash 1 Road C-232, SECOND FLOOR, Greater Kailash 1, 110048 New Delhi, India",1,9.0,5,Superb
1788,"De Pavilion Hotel, Delhi Airport",New Delhi,"Road Number 6 A block 252-C, Mahipalpur, Mahipalpur, 110037 New Delhi, India",20,5.4,3,Passable
1789,Hotel Delhi Intl Deluxe,New Delhi,"Green Park Extension Road, 110016 New Delhi, India",0,0.0,4,
1790,2BHK Individual Homestay,New Delhi,"Govindpuri Road Gali no.3, Govindpuri Extension, Kalkaji, behind vishal mega mart., 110019 New Delhi, India",0,8.8,3,Host review score
1791,R S PLAZA Group,New Delhi,"Mahipalpur Flyover A Block Road No-4 Gali No-7, Mahipalpur, 110037 New Delhi, India",28,5.2,3,Passable
1792,HOTEL PRIMELAND,New Delhi,"B2B/9  NEAR METRO PILLAR NO.541 B1 JANAKPURI NEW DELHI, Janakpuri, 110058 New Delhi, India",52,7.1,3,Good
1793,FabHotel Exotica Greenpark,New Delhi,"E-5, Green Park Extention New Delhi - 110016, 110016 New Delhi, India",386,7.7,4,Good
1794,Hotel Raj Hans Dx,New Delhi,"3330 Gali Hari Mandir First floor, Paharganj, 110055 New Delhi, India",102,3.6,3,Poor
1795,goSTOPS Delhi,New Delhi,"4/23-B, Asaf Ali Road, Daryaganj, 110002 New Delhi, India",823,7.7,3,Good
1796,Roomshala 114 The Locals,New Delhi,"C45 hauz khas village near mia bella cafe, Hauz Khas, 110016 New Delhi, India",9,7.8,3,Good
1797,Shervani Nehru Place,New Delhi,"B-20, Chirag Enclave, 110048 New Delhi, India",75,6.7,3,Pleasant
1798,The Lodhi – A member of The Leading Hotels Of The World,New Delhi,"Lodhi Road, 110003 New Delhi, India",605,8.5,4,Very good
1799,Staybook Hotel Atlanta New Delhi Railway Station Paharganj,New Delhi,"7971-2, Arakashan Road,  New Delhi, paharganj 110055 India, Paharganj, 110055 New Delhi, India",193,7.5,3,Good
1800,"HOSTEL DARPAN , Stay Heaven New Delhi Paharganj",New Delhi,"7923/15, Arakshan Road, Paharganj, Paharganj, 110055 New Delhi, India",79,6.1,3,Pleasant
1801,Shangri-La Eros New Delhi,New Delhi,"19 Ashoka Road, Connaught Place, Connaught Place, 110001 New Delhi, India",3803,8.5,4,Very good
1802,"Welcomhotel by ITC Hotels, Dwarka, New Delhi",New Delhi,"Plot No 3, District Centre, Sector 10, Dwarka, Dwarka, 110075 New Delhi, India",3291,7.0,3,Good
1803,Airport Hotel Clayton,New Delhi,"A110, Road No 3, Mahipalpur, 110037 New Delhi, India",210,7.6,3,Good
1804,Roomshala 069 Harshi Residency - Janankpuri,New Delhi,"C-1/1 G/F JANAKPURI NEAR MATA CHANANDEVI HOSPITAL New Delhi, Delhi, Janakpuri, 110058 New Delhi, India",42,5.6,4,Passable
1805,OYO The Premium Villa Near Lotus Temple,New Delhi,"F39/a, Lala Lajpat Rai Marg, Greater Kailash, East of Kailash, Kalkaji Tehsil, South East Delhi, Delhi, 110019, India, Delhi, 110065 New Delhi, India",20,2.7,3,Very poor
1806,FabHotel Chattarpur Enclave,New Delhi,"378, Main Chhatarpur Rd, opposite Tivoli Garden, Block A1, Chattarpur Enclave, Chhatarpur,, Chattarpur, 110030 New Delhi, India",174,7.1,4,Good
1807,HOTEL DELHI 55 @ NEW DELHI RAILWAY STATION,New Delhi,"8703-06 Desh Bandhu Gupta Road Paharganj, Paharganj, 110055 New Delhi, India",227,7.7,3,Good
1808,The Elevate Hotel - Near Delhi International Airport,New Delhi,"Road Number 4, Mahipalpur, 110037 New Delhi, India",302,7.7,4,Good
1809,FabExpress Le Grand,New Delhi,"Le Grand , L12, Kalkaji, Kalkaji Main Road, Block L, Kalkaji, 110019 New Delhi, India",50,3.6,3,Poor
1810,Hotel Ritz,New Delhi,"8567 Arakashan Road, Paharganj Behind Shiela Cinema, Paharganj, 110055 New Delhi, India",641,7.9,4,Good
1811,THE OSCAR - Kailash Colony,New Delhi,"B-197 MOUNT KAILASH , NEAR EAST OF KAILASH , NEW DELHI, 110065 New Delhi, India",8,9.1,2,Superb
1812,The Grand New Delhi,New Delhi,"Nelson Mandela Road, Vasant Kunj, Phase II, 110070 New Delhi, India",568,5.9,2,Passable
1813,The Prime Balaji Deluxe @ New Delhi Railway Station,New Delhi,"8574, Arakashan Road, Behind Shiela Cinema, Paharganj, Paharganj, 110055 New Delhi, India",414,7.9,2,Good
