Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
The Pelham London - Starhotels Collezione,yes,"15 Cromwell Place, Kensington and Chelsea, London, SW7 2LA, United Kingdom",509 reviews,8.3,4 out of 5,Very good,yes,yes,no,NA,yes,yes,Full English/Irish,single bed,double bed,Executive Double Room,"₹ 43,739"
Studio Flat Yvonne - Central London,yes,"15 Quex Mews, Camden, London, NW6 4PW, United Kingdom",17 reviews,7.5,4 out of 5,Good,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 11,087"
Selina Camden,yes,"89 Chalk Farm Road, Camden, London, NW1 8AR, United Kingdom",577 reviews,7.9,2 out of 5,Good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Standard Double Room with Shared Bathroom,"₹ 14,281"
ApartaSuites Emerald,yes,"4 Emerald Street, Camden, London, WC1N 3QA, United Kingdom",187 reviews,6.5,5 out of 5,Pleasant,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 7,704"
Sensational Luxury Apartment - Bowling & Cinema Included,yes,"90 Beresford Avenue, London, HA0 1PR, United Kingdom",NA,NA,5 out of 5,NA,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 16,112"
Hyatt Regency London Blackfriars,yes,"19 New Bridge Street, City of London, London, EC4V 6DB, United Kingdom",46 reviews,8.3,4 out of 5,Very good,yes,yes,yes,Bar,yes,yes,Full English/Irish,single bed,double bed,King Room with Accessible Shower - Disability Access,"₹ 27,372"
Mercure London Bloomsbury Hotel,yes,"130 - 134 Southampton Row, Camden, London, WC1B 5AF, United Kingdom","1,330 reviews",7.3,4 out of 5,Good,no,yes,no,NA,yes,yes,"Continental, Full English/Irish",single bed,double bed,Standard Double Room,"₹ 16,621"
Studio Apartments Central London,yes,"79A Mitcham Road, Wandsworth, London, SW17 9PD, United Kingdom",3 reviews,7.3,3 out of 5,Good,no,no,no,NA,yes,no,NA,NA,double bed,Standard Studio,"₹ 12,104"
W12 Rooms,yes,"54 Uxbridge Road, Shepherds Bush, Hammersmith and Fulham, London, W12 8LP, United Kingdom","1,428 reviews",8.2,4 out of 5,Very good,no,yes,no,Bar,yes,no,NA,single bed,double bed,Deluxe Double Room,"₹ 13,223"
Notting Hill Gate Hotel,yes,"7 Clanricarde Gardens, Kensington and Chelsea, London, W2 4JJ, United Kingdom","1,794 reviews",6.8,5 out of 5,Pleasant,yes,yes,no,NA,yes,no,NA,single bed,double bed,Quadruple Room,"₹ 12,206"
Three Harrington Residences,yes,"3 Harrington Gardens, South Kensington, Kensington and Chelsea, London, SW7 4JJ, United Kingdom",2 reviews,9.0,4 out of 5,Superb,no,no,no,NA,yes,yes,NA,NA,double bed,Flat 4 - Studio Apartment,"₹ 21,971"
