Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
Platinum Suites Top 51,yes,"1020, The Face Suites, Unit: C.11.9, Jln Sultan Ismail,, 50250 Kuala Lumpur, Malaysia",5 reviews,10,5 out of 5,Exceptional,yes,yes,no,Bar,yes,no,NA,NA,double bed,Family Double Room,"₹ 3,052"
The Tropicana KLCC By Sky pool,yes,"121 Jalan Ampang Tropicana the residence, unit no, 40-2, 50450 Kuala Lumpur, Malaysia",29 reviews,8.0,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 4,856"
Star Sky Pool KLCC,yes,"Jalan Yap Kwan Seng star residences, 50450 Kuala Lumpur, Malaysia",2 reviews,10,4 out of 5,Exceptional,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,One-Bedroom Suite,"₹ 3,934"
Star Luxury Suites KLCC,yes,"2-11-7, Star Residences KLCC, Lot 108, Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",763 reviews,8.5,4 out of 5,Very good,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Superior Suite with View,"₹ 4,414"
Best Apartment at Times Square,yes,"A-32-09, Berjaya Times Square (Apt) 1, JLN I, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",596 reviews,7.8,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Halal, Asian",single bed,double bed,Premier Superior Apartment,"₹ 2,075"
City Central Hotel,yes,"80 & 82, Jalan Tun Sambanthan Brickfields, KL Sentral, Brickfields, 50470 Kuala Lumpur, Malaysia","2,386 reviews",7.6,5 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Queen Room : Sky Garden / Gym / Hassle Free Check-in / Free Wifi,"₹ 1,868"
AC Hotel by Marriott Kuala Lumpur,yes,"9 Jalan Lumut, Off Jalan Ipoh, 50400 Kuala Lumpur, Malaysia","1,581 reviews",8.5,3 out of 5,Very good,yes,yes,no,Bar,no,yes,Buffet,single bed,double bed,Prime Deluxe King Room with Sofa Bed,"₹ 3,894"
"Crystal Suites at Eaton, KLCC",yes,"26 Jalan Kia Peng 09-19, Eaton klcc,, 50450 Kuala Lumpur, Malaysia",28 reviews,9.1,4 out of 5,Superb,yes,yes,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 7,379"
HOTEL SERVICE SUITES at TIMES SQUARE,no,"Berjaya Times square. Box no.22-05.1 no.Jalan Imbi.Bukit bintang.Kuala lumpur., Bukit Bintang, 55100 Kuala Lumpur, Malaysia",21 reviews,8.4,4 out of 5,Very good,no,no,no,Bar,no,no,NA,single bed,double bed,One-Bedroom Apartment,"₹ 3,167"
The Platinum KlCC By Crystal,yes,"Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",17 reviews,8.7,5 out of 5,Fabulous,yes,yes,no,Bar,no,yes,NA,NA,double bed,Three-Bedroom Apartment,"₹ 23,872"
CITI HOTEL @ KL SENTRAL,yes,"No. 30 G-3 Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Malaysia","1,785 reviews",7.4,4 out of 5,Good,yes,no,no,NA,no,yes,NA,single bed,double bed,Deluxe Queen Room,"₹ 1,751"
Tropicana The Residence By Klcc,yes,"121 Jalan Ampang, 55000 Kuala Lumpur, Malaysia",60 reviews,8.2,2 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,NA,double bed,Suite with City View,"₹ 6,560"
Yemala Suites @ Platinum KLCC,yes,"1020, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",129 reviews,8.1,4 out of 5,Very good,yes,yes,no,NA,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 5,732"
Platinum Suites by MoonOrchid,yes,"C-11-9, Suite Platinum Block C & Block D, 1020, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",486 reviews,8.7,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Superior Apartment,"₹ 4,180"
NICE Apartment At Times Square,yes,"1 Jalan Imbi A-25-09, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",9 reviews,8.8,5 out of 5,Fabulous,yes,yes,no,NA,no,yes,NA,single bed,double bed,Studio Apartment,"₹ 10,031"
Yemala Suites @ Vortex KLCC,yes,"12 Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",378 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,180"
M Resort & Hotel Kuala Lumpur,yes,"No. 1, Jalan KGPA, Bukit Kiara, 60000 Kuala Lumpur, Malaysia","1,970 reviews",8.4,2 out of 5,Very good,yes,yes,no,Bar,no,yes,Halal,single bed,double bed,Standard Block View King,"₹ 6,422"
Comfort Service Apartment at Times Square KL,yes,"BerjayaBerjaya Times Square East Tower, Suite A26-14, Bukit Bintang,, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",330 reviews,7.3,3 out of 5,Good,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Studio Apartment (With Late Check Out),"₹ 2,691"
KLCC Sky Villa Suites Platinum,yes,"1020, Jalan Sultan Ismail,The Face suite Platinum C-18-01 office, 50300 Kuala Lumpur, Malaysia",12 reviews,9.2,3 out of 5,Superb,yes,yes,no,Bar,no,yes,NA,NA,double bed,One-Bedroom Villa,"₹ 5,294"
The PLATINUM 2 KLCC BY LOVELY HOUSE,yes,"1020 Jalan Sultan Ismail A-31-01, 50250 Kuala Lumpur, Malaysia",9 reviews,9.8,5 out of 5,Exceptional,yes,yes,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 3,782"
Arte by Thomas Chan,yes,"Jalan Sultan Haji Ahmad Shah, 50480 Kuala Lumpur, Malaysia","2,177 reviews",8.3,4 out of 5,Very good,yes,yes,no,Bar,no,yes,"Continental, Full English/Irish, Vegetarian, Halal, American",single bed,double bed,Louis VIII,"₹ 7,858"
Better Residence Suite at Times Square KL,yes,"1 Jalan Imbi Unit A35-06 Berjaya Times Square East, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",528 reviews,8.3,4 out of 5,Very good,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Standard Suite,"₹ 2,636"
De Luna Hotel Sri Petaling,yes,"130 Jalan Radin Anum 1 Sri Petaling, 57000 Kuala Lumpur, Malaysia",410 reviews,8.0,4 out of 5,Very good,yes,yes,no,Bar,no,no,NA,single bed,double bed,Superior Queen Room,"₹ 2,078"
Ts service suites at Times Square,yes,"Berjaya Times Square East. Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",38 reviews,8.9,4 out of 5,Fabulous,no,no,no,NA,no,no,NA,single bed,double bed,One-Bedroom Apartment,"₹ 5,290"
sky suite klcc,yes,"sky suite  klcc, 50450 Kuala Lumpur, Malaysia",NA,NA,5 out of 5,NA,no,no,no,NA,no,no,NA,NA,double bed,Superior Apartment,"₹ 2,054"
Eastern Suites @ Times Square KL,yes,"Berjaya Times Square East Lobby, Bukit Bintang, 55100 Kuala Lumpur, Malaysia","2,190 reviews",7.3,3 out of 5,Good,yes,yes,yes,Bar,no,yes,NA,single bed,double bed,Junior King Suite,"₹ 3,856"
Star KLCC by AR Hosp,yes,"2-40-3A, Star Two, Star Residences KLCC, No. 1, Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",191 reviews,8.7,1 out of 5,Fabulous,yes,yes,no,Bar,no,yes,NA,NA,double bed,One-Bedroom Suite,"₹ 4,769"
Luxe Suite by KLCC,yes,"Kampung Baru, Wilayah Persekutuan Kuala Lumpur 18, Jalan Dewan Sultan Sulaiman, Chow Kit, 50300 Kuala Lumpur, Malaysia",101 reviews,7.8,3 out of 5,Good,no,yes,no,Bar,no,yes,NA,NA,double bed,Standard Studio,"₹ 5,484"
U Pac Hotel,yes,"No 2-6 Jalan Lapangan Permai 1, Off Jalan Sungai Besi batu 2, 57100 Kuala Lumpur, Malaysia",408 reviews,7.9,3 out of 5,Good,yes,no,no,NA,no,yes,NA,single bed,double bed,Standard Double Room,"₹ 1,548"
Arte Mont Kiara Luxury Suite,no,"Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, 50480 Kuala Lumpur, Malaysia",774 reviews,7.9,4 out of 5,Good,no,yes,no,NA,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 2,282"
Chill Suites Kuala Lumpur,no,"22a Jalan Galloway Bukit Bintang, Bukit Bintang, 50150 Kuala Lumpur, Malaysia",87 reviews,8.8,5 out of 5,Fabulous,yes,yes,no,NA,no,no,NA,single bed,double bed,Queen Room,"₹ 2,993"
"The Majestic Hotel Kuala Lumpur, Autograph Collection",yes,"No.5, Jalan Sultan Hishamuddin, City Centre, 50000 Kuala Lumpur, Malaysia","2,849 reviews",8.6,4 out of 5,Fabulous,no,yes,yes,Bar,no,yes,Buffet,single bed,double bed,Deluxe King Room,"₹ 7,765"
100 100 Service Suite@Times Square,yes,"no1, Jalan Imbi berjaya times square,east tower lobby, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",58 reviews,7.2,3 out of 5,Good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 2,218"
Days Hotel & Suites by Wyndham Fraser Business Park KL,yes,"Kompleks Metro Pudu 1  / Jalan Metro Pudu 2, 55200 Kuala Lumpur, Malaysia","2,819 reviews",8.3,4 out of 5,Very good,yes,yes,no,Bar,no,yes,"Halal, Asian, Buffet",single bed,double bed,Superior King Room - Non-Smoking,"₹ 2,618"
Continental Service suite at Times Square,yes,"Jalan Imbi Berjaya Times Square Hotel, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",19 reviews,8.8,2 out of 5,Fabulous,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Standard Suite,"₹ 7,961"
KL TIMES SQUARE SERVICE RESIDENCIES,yes,"Berjaya Times Square East 1,jalan imbi bukit bingtang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",74 reviews,8.3,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 5,254"
"InterContinental Kuala Lumpur, an IHG Hotel",no,"165, Jalan Ampang, 50450 Kuala Lumpur, Malaysia","2,514 reviews",8.7,4 out of 5,Fabulous,yes,yes,no,Bar,no,yes,"Continental, Vegetarian, Halal, Asian",single bed,double bed,Classic Room,"₹ 9,554"
Sleeping Lion Suites,yes,"Jalan Gading Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",455 reviews,8.2,4 out of 5,Very good,yes,no,no,NA,no,yes,NA,single bed,double bed,Small Double Room,"₹ 3,423"
Akar Hotel Jalan TAR,yes,"Jalan Tuanku Abdul Rahman NO 383 & 385, Chow Kit, 50300 Kuala Lumpur, Malaysia",652 reviews,7.5,5 out of 5,Good,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Budget Double Room,"₹ 1,669"
Easy Hotel KL Sentral,yes,"No. 110, Jalan Tun Sambanthan (Brickfields) KL Sentral , Brickfields, 50470 Kuala Lumpur, Malaysia","2,621 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,no,yes,"Full English/Irish, Vegetarian, Halal, Asian",single bed,double bed,Deluxe Queen Room : Hassle Free Check-in / Free Wifi / Hourly Sanitization of Common Area / Gym & Rooftop Sky Garden Access,"₹ 2,654"
ORKID Hills at Pudu,yes,"Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",350 reviews,7.2,4 out of 5,Good,yes,yes,no,NA,no,yes,Asian,single bed,double bed,Standard Double Room,"₹ 3,361"
Eastern Suites at Platinum KLCC,yes,"1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia","1,112 reviews",8.3,5 out of 5,Very good,yes,yes,no,Bar,no,yes,NA,NA,double bed,Executive One-Bedroom Suite,"₹ 5,146"
Eaton Residences KLCC by Luna,yes,"26 Jalan Kia Peng, 50450 Kuala Lumpur, Malaysia",195 reviews,9.0,4 out of 5,Superb,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Superior One-Bedroom Suite,"₹ 9,460"
KL Seasons Apartment at Times Square,yes,"1 Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",52 reviews,8.2,3 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,King Studio,"₹ 5,750"
Regalia Residence @ KLCC View Sky Pool by MC,yes,"Jalan Sultan Ismail, Chow Kit, 50250 Kuala Lumpur, Malaysia","1,556 reviews",7.3,5 out of 5,Good,yes,yes,yes,Bar,no,yes,NA,single bed,double bed,Deluxe Studio,"₹ 1,769"
KLCC Ritz Residence Platinum,yes,"1020 Jalan Sultan Ismail C-18-01 office, 50300 Kuala Lumpur, Malaysia",17 reviews,8.8,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Standard Villa,"₹ 5,294"
OYO 161 Lodge Paradize Hotel,yes,"2, Jalan Tengah, off Jalan Sultan Ismail, Kuala Lumpur 4, 50250 Kuala Lumpur, Malaysia",4 reviews,5.0,4 out of 5,Passable,no,yes,no,NA,no,no,NA,single bed,double bed,Economy Double Room,"₹ 1,594"
Axon Apartment Bukit Bintang,yes,"Jalan Gading SUITE A25-O1 Axon Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",9 reviews,7.0,4 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 4,582"
VE Hotel & Residence,yes,"Bangsar South City, No 8, Jalan Kerinchi , 59200 Kuala Lumpur, Malaysia","3,178 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,NA,no,yes,"Continental, Asian, American",single bed,double bed,Deluxe Zipper Room,"₹ 4,355"
Luxe Suites at Vortex KLCC,yes,"12 Jalan Sultan Ismail; mail box 39-1, 50250 Kuala Lumpur, Malaysia",190 reviews,8.0,3 out of 5,Very good,yes,yes,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 10,748"
Chinatown Hostel by Mingle,yes,"53 Jalan Sultan, 50000 Kuala Lumpur, Malaysia",510 reviews,8.5,2 out of 5,Very good,no,yes,no,NA,no,no,NA,single bed,double bed,Bed in 10-Bed Mixed Dormitory Room,"₹ 1,327"
Star Sky Park KLCC,no,"1 Jalan Yap Kwan Seng no.1 Jalan Yeap kwan seng, 50450 Kuala Lumpur, Malaysia",657 reviews,9.1,3 out of 5,Superb,yes,yes,no,Bar,no,yes,NA,single bed,double bed,One-Bedroom Suite,"₹ 4,371"
EkoCheras Residences by White Forest Suites,yes,"Ekocheras, Jalan Batu 5, 56000 Kuala Lumpur, Malaysia",324 reviews,8.1,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,NA,double bed,Duplex Suite,"₹ 2,300"
La Platinum KLCC,yes,"D-22-5, Suite Platinum Block C&D 1020, Jln Sultan Ismail, 50250 Kuala Lumpur, Malaysia",100 reviews,8.3,4 out of 5,Very good,no,no,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 4,777"
LUCENTIA EXPRESS MILLENNIUM SUITE,yes,"Lucentia Residence,Bukit Bintang City Centre,jalan Hang Tuah,Bukit Bintang,55100,Kuala Lampur, 55100 Kuala Lumpur, Malaysia",3 reviews,10,4 out of 5,Exceptional,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 21,230"
EST Bangsar KL Sentral by Greater Stay,yes,"MENARA TEGUH ALILA BANGSAR NO.58, JLN ANG SENG 50470 KUALA LUMPUR WP KUALA LUMPUR, Brickfields, 50470 Kuala Lumpur, Malaysia",498 reviews,7.9,4 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Queen Suite,"₹ 3,892"
MoMo's Kuala Lumpur,yes,"Jalan Tuanku Abdul Rahman, Chow Kit, 50100 Kuala Lumpur, Malaysia","1,020 reviews",8.3,4 out of 5,Very good,no,yes,no,Bar,no,yes,Continental,single bed,double bed,Bunkies,"₹ 1,947"
Ceylonz Suites KL City by One39KL,yes,"Ceylonz Suites KLCC, 3, Persiaran Raja Chulan, Bukit Bintang, Wilayah Persekutuan, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",231 reviews,8.6,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Deluxe Studio,"₹ 4,283"
ASTRA @ Axon Bukit Bintang KL,no,"A-16-11, Axon Residence, No. 30, Jalan Walter Grenier, Off Jalan Imbi, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",4 reviews,9.7,2 out of 5,Exceptional,yes,yes,no,NA,no,yes,NA,NA,double bed,Deluxe Suite,"₹ 4,765"
EATON RESIDENCE AT KLCC,yes,"eaton residence. 28, Jalan Kia Peng. mail box no 19-13, 50450 Kuala Lumpur, Malaysia",87 reviews,9.4,4 out of 5,Superb,yes,yes,no,NA,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 7,927"
citizenM Kuala Lumpur Bukit Bintang,yes,"128 Jalan Pudu, Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia","1,377 reviews",9.2,4 out of 5,Superb,no,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",NA,double bed,King Room,"₹ 5,023"
Metrostar Hotel Kuala Lumpur,no,"149 Jalan Masjid India Jalan Masjid India, 50100 Kuala Lumpur, Malaysia",134 reviews,7.5,3 out of 5,Good,no,yes,no,NA,no,no,NA,single bed,double bed,Superior King Room,"₹ 2,548"
Best Apartment At Taragon,yes,"Jalan Changkat Thambi Dollah, Apt. 18-5E, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",18 reviews,7.7,5 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 3,328"
SCC Hotel,yes,"No.368, 2 1/2 Miles, Jalan Ipoh,, 51200 Kuala Lumpur, Malaysia",814 reviews,6.2,4 out of 5,Pleasant,yes,yes,no,NA,no,yes,NA,single bed,double bed,Standard Queen Room,₹ 983
KL City Apartment at Berjaya Times Square,yes,"1 Jalan Imbi Suite A- 29-16, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",22 reviews,7.6,4 out of 5,Good,yes,no,no,NA,no,yes,NA,single bed,double bed,Studio,"₹ 3,981"
Happy Suite at Platinum KLCC,yes,"1020, Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",103 reviews,8.7,3 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 5,035"
Aloft Kuala Lumpur Sentral,yes,"No 5, Jalan Stesen Sentral, Kuala Lumpur Sentral, KL Sentral Train Station, 50470 Kuala Lumpur, Malaysia","4,030 reviews",8.6,3 out of 5,Fabulous,no,yes,yes,Bar,no,yes,"Halal, Buffet",single bed,double bed,"1 King Bed, Room","₹ 6,546"
Mercu Summer Suite KLCC by Kuminshu,yes,"8 Jalan Cendana, 50250 Kuala Lumpur, Malaysia",138 reviews,9.3,4 out of 5,Superb,yes,yes,no,NA,no,no,NA,NA,double bed,Deluxe Studio,"₹ 3,185"
2BR Cozy Family Suite Taragon Puteri Bintang,yes,"Jalan Changkat Thambi Dollah 23-5B, Taragon Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1 review,9.0,4 out of 5,Superb,yes,yes,no,NA,no,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 3,805"
Kuala Lampur Residence at times Square,yes,"1 jalan imbi, berjaya times Square,A38-05,55100, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",8 reviews,9.2,5 out of 5,Superb,yes,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Suite,"₹ 7,431"
Ascott Star KLCC,yes,"1 Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia","1,371 reviews",9.0,2 out of 5,Superb,yes,yes,no,Bar,no,yes,Buffet,single bed,double bed,Studio Executive,"₹ 11,500"
Double M Hotel @ Kl Sentral,yes,"25 Jalan Tun Sambanthan 4, Brickfields, 50470 Kuala Lumpur, Malaysia",757 reviews,7.3,4 out of 5,Good,no,yes,no,NA,no,yes,NA,single bed,double bed,Superior Double Room,"₹ 1,547"
Worldview Grand Hotel,yes,"29 Jalan 10/23a Medan Makmur, 53300 Kuala Lumpur, Malaysia",434 reviews,7.0,4 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Double Room with View,"₹ 2,150"
Platinum KLCC By Loversuites,yes,"1020 Jalan Sultan Ismail, 50300 Kuala Lumpur, Malaysia",81 reviews,9.0,4 out of 5,Superb,yes,yes,no,Bar,no,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 6,192"
Queens Service Suites at Platinum KLCC,yes,"1020, Jalan Sultan Ismail, THE FACE SUITES, Platinum Suites, 50250 Kuala Lumpur, Malaysia",394 reviews,7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Premium Two-Bedroom Suite,"₹ 4,568"
"Santa Grand Classic Kuala Lumpur, Chinatown",yes,"No 1 & 3 Lebuh Pudu Laluan Kasturi, 50050 Kuala Lumpur, Malaysia",858 reviews,8.2,4 out of 5,Very good,yes,yes,no,NA,no,yes,Continental,single bed,double bed,Superior Queen Room,"₹ 2,817"
Ceylonz Suites KL City by One39KL,yes,"Ceylonz Suites KLCC, 3, Persiaran Raja Chulan, Bukit Bintang, Wilayah Persekutuan, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",231 reviews,8.6,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,NA,double bed,Deluxe Studio,"₹ 4,283"
Arte Plus KLCC Designer Suites by Cobnb,yes,"Jalan Bemban, Kampung Berembang, 50100 Kuala Lumpur, Malaysia",468 reviews,8.0,4 out of 5,Very good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Studio,"₹ 1,950"
Publika B4 Solaris Dutamas by BlackSand,yes,"1 Jalan Dutamas 1, 50480 Kuala Lumpur, Malaysia",2 reviews,9.5,3 out of 5,Exceptional,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Studio,"₹ 2,388"
Hotel Venice,yes,"118, Jalan lorong thambi 2,, Bukit Bintang, 55100 Kuala Lumpur, Malaysia","1,023 reviews",7.0,3 out of 5,Good,yes,yes,no,NA,no,no,NA,single bed,double bed,Deluxe Studio,"₹ 1,557"
Platinum Service Suites KLCC,yes,"THE FACE SUITES, PLATINUM 1020, JALAN SULTAN ISMAIL KUALA LUMPUR, 50250 THE FACE SUITES, 50250 Kuala Lumpur, Malaysia",407 reviews,7.9,2 out of 5,Good,yes,no,no,Bar,yes,yes,NA,NA,double bed,Deluxe Superior Suite,"₹ 4,568"
RM201 Bukit Bintang 2 Bedroom Balcony CIty View,yes,"1 Lorong Ceylon, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",NA,NA,4 out of 5,NA,no,no,no,Bar,no,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 3,790"
Opus Residences Kuala Lumpur 118 Tower,yes,"8 Jalan Talalla Apartment NO. 2-13-2, 50460 Kuala Lumpur, Malaysia",36 reviews,9.2,4 out of 5,Superb,yes,yes,no,NA,no,yes,NA,single bed,double bed,Superior Studio,"₹ 4,063"
DoubleTree By Hilton Kuala Lumpur,no,"348 Jalan Tun Razak, 50400 Kuala Lumpur, Malaysia","4,575 reviews",8.5,4 out of 5,Very good,no,yes,yes,Bar,no,yes,Continental,single bed,double bed,Deluxe Twin Room,"₹ 6,281"
Mars Hotel,yes,"122, Jalan 2/23A, Taman Danau Kota, Off Jalan Genting Klang, Setapak, 53300 Kuala Lumpur, Malaysia",502 reviews,7.2,4 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Superior Twin Room,"₹ 2,088"
KL TARAGON SERVICE APARTMENT BY JAMES,yes,"136 Jalan Changkat Thambi Dollah, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",2 reviews,7.5,4 out of 5,Good,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 5,661"
Four Star Service Suite at Times Square,yes,"1, jalan imbi berjaya times square bukit bintang , Bukit Bintang, 55100 Kuala Lumpur, Malaysia",1 review,10,4 out of 5,Exceptional,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Superior Apartment,"₹ 7,961"
KL Opus Residence,yes,"82 Jalan Talalla, 50460 Kuala Lumpur, Malaysia",2 reviews,10,4 out of 5,Exceptional,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 8,846"
Opus Residence Merdeka,yes,"82 Jalan Talalla , 50460 Kuala Lumpur, Malaysia",NA,NA,4 out of 5,NA,yes,no,no,NA,no,yes,NA,NA,double bed,King Studio,"₹ 7,961"
Golden Dream Service Suite at Times Square,yes,"Jalam imbi,  bukit bitang,  Kuala Lumpur,  Malaysia Berjaya Times Square,  block A., Bukit Bintang, 55100 Kuala Lumpur, Malaysia",144 reviews,8.1,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Superior Apartment,"₹ 6,369"
The Platinum 2 KLCC Premium Suite by Reluxe Kuala Lumpur,yes,"1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia",51 reviews,9.4,3 out of 5,Superb,yes,yes,no,NA,no,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 10,350"
Novotel Kuala Lumpur City Centre,yes,"2 Jalan Kia Peng, 50450 Kuala Lumpur, Malaysia","2,187 reviews",8.2,4 out of 5,Very good,no,yes,no,Bar,no,yes,"Halal, Asian, American",single bed,double bed,Deluxe King Room,"₹ 5,732"
Euro Life Hotel @ KL Sentral,yes,"65 Jalan Thambipillay, Brickfields, 50470 Kuala Lumpur, Malaysia","1,411 reviews",6.8,4 out of 5,Pleasant,yes,yes,no,Bar,no,yes,NA,single bed,double bed,Deluxe Queen Room,"₹ 1,296"
"Holiday Inn Express Kuala Lumpur City Centre, an IHG Hotel",yes,"84 Jalan Raja Chulan, 50200 Kuala Lumpur, Malaysia","4,482 reviews",7.8,4 out of 5,Good,yes,yes,no,Bar,no,yes,"Continental, Vegetarian, Halal, Asian, Buffet, Breakfast to go",single bed,double bed,Standard Double or Twin Room,"₹ 3,715"
Palace Hotel,yes,"40-46 Jalan Masjid India, 50100 Kuala Lumpur, Malaysia",259 reviews,6.9,4 out of 5,Pleasant,yes,yes,no,Bar,no,yes,"Vegetarian, Halal, Asian",single bed,double bed,Twin Room,"₹ 2,436"
Service Residence At Times Square,yes,"1 Jalan Imbi A-20-13, Bukit Bintang, 55100 Kuala Lumpur, Malaysia",15 reviews,8.7,3 out of 5,Fabulous,yes,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Apartment,"₹ 5,290"
Uptown Chinatown,yes,"64 Jalan Sultan, 50000 Kuala Lumpur, Malaysia",324 reviews,7.9,2 out of 5,Good,yes,yes,no,NA,no,yes,NA,single bed,double bed,Superior Double Room,"₹ 1,751"
Soho Suites KLCC by Blessed Home,yes,"20 Jalan Perak 28,33,37, 50450 Kuala Lumpur, Malaysia",14 reviews,7.6,3 out of 5,Good,yes,no,no,NA,no,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 3,857"
Scarletz Suites by Five senses,yes,"Jalan Yap Kwan Seng, 50450 Kuala Lumpur, Malaysia",369 reviews,8.0,3 out of 5,Very good,yes,yes,no,Bar,no,yes,NA,NA,double bed,Deluxe Studio,"₹ 4,379"
