Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
Waldorf Astoria Berlin,yes,"Hardenbergstr. 28, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany",687 reviews,8.4,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Halal, Gluten-free",single bed,double bed,Deluxe King Room,"₹ 34,524"
Comfort Hotel Lichtenberg,yes,"Rhinstr. 159, Lichtenberg, 10315 Berlin, Germany","1,671 reviews",7.3,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Double or Twin Room,"₹ 6,488"
Essential by Dorint Berlin-Adlershof,yes,"Rudower Chaussee 15, Treptow-Köpenick, 12489 Berlin, Germany","2,364 reviews",8.1,2 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Buffet",single bed,double bed,Essential Double or Twin Room,"₹ 9,466"
MEININGER Hotel Berlin Airport,yes,"Alexander-Meißner-Str. 1, Treptow-Köpenick, 12526 Berlin, Germany","2,899 reviews",7.6,3 out of 5,Good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Twin Room,"₹ 7,336"
Berlin Marriott Hotel,yes,"Inge-Beisheim-Platz 1, Mitte, 10785 Berlin, Germany","2,155 reviews",8.6,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",NA,double bed,"Deluxe Room, 1 King","₹ 20,241"
Michelberger Hotel,yes,"Warschauer Str. 39-40, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","1,623 reviews",8.3,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Small Double Room,"₹ 10,673"
Novum Hotel Kronprinz Berlin,yes,"Kronprinzendamm 1, Charlottenburg-Wilmersdorf, 10711 Berlin, Germany","2,288 reviews",7.3,4 out of 5,Good,no,yes,no,NA,yes,yes,Continental,single bed,double bed,Standard Double or Twin Room,"₹ 6,996"
Space Night Capsule Hostel,yes,"Leipziger Straße 45, Mitte, 10117 Berlin, Germany","7,126 reviews",8.1,4 out of 5,Very good,no,no,no,NA,no,yes,NA,single bed,double bed,Double Capsule with Shared Bathroom,"₹ 6,633"
Gold Palais Hotel,yes,"Greifswalder Straße 6-7, Prenzlauer Berg, 10405 Berlin, Germany",881 reviews,8.3,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Standard Double or Twin Room,"₹ 14,326"
Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,yes,"227 Hermannstraße, Neukölln, 12049 Berlin, Germany","1,632 reviews",8.1,3 out of 5,Very good,yes,yes,no,NA,yes,yes,"Continental, Vegetarian, Vegan",NA,double bed,Deluxe Double Room,"₹ 16,518"
Hotel Augusta Am Kurfürstendamm,yes,"Fasanenstr. 22, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","2,315 reviews",8.1,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Double Room with Balcony,"₹ 19,622"
Scandic Berlin Kurfürstendamm,yes,"Augsburgerstrasse 5, Charlottenburg-Wilmersdorf, 10789 Berlin, Germany","7,514 reviews",8.1,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Double Room,"₹ 9,546"
Ibis budget Berlin Potsdamer Platz,yes,"Anhalter Strasse 6, Friedrichshain-Kreuzberg, 10963 Berlin, Germany","10,563 reviews",7.6,2.5 out of 5,Good,no,yes,no,NA,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, Buffet",single bed,double bed,Double Room,"₹ 8,750"
Ibis Berlin Hauptbahnhof,yes,"Invalidenstrasse 53, Mitte, 10557 Berlin, Germany","5,309 reviews",8.2,4 out of 5,Very good,yes,yes,no,NA,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, Buffet",single bed,double bed,Double Room,"₹ 9,634"
"Provocateur Berlin, a Member of Design Hotels",yes,"Brandenburgische Str. 21, Charlottenburg-Wilmersdorf, 10707 Berlin, Germany","1,231 reviews",8.7,4 out of 5,Fabulous,no,yes,no,Bar,no,yes,"Vegetarian, Vegan",NA,double bed,Petite,"₹ 12,728"
Meliá Berlin,yes,"Friedrichstr. 103, Mitte, 10117 Berlin, Germany","6,401 reviews",8.4,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Italian, Full English/Irish, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Melia Room,"₹ 13,081"
Hotel Gat Point Charlie,yes,"Mauerstr. 81-82, Mitte, 10117 Berlin, Germany","5,732 reviews",8.1,4 out of 5,Very good,yes,no,no,NA,yes,yes,"Continental, Vegetarian",single bed,double bed,Standard Double Room,"₹ 8,750"
Grimm's Potsdamer Platz,yes,"Flottwellstraße 45, Mitte, 10785 Berlin, Germany","6,731 reviews",8.8,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian",single bed,double bed,Double Room,"₹ 10,341"
Moxy Berlin Ostbahnhof,yes,"Andreasstrasse 76-78, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","2,750 reviews",8.1,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,Gluten-free,single bed,double bed,"Moxy Sleeper, Guest room, 1 Queen","₹ 8,308"
Estrel Berlin,yes,"Sonnenallee 225, Neukölln, 12057 Berlin, Germany","3,955 reviews",8.2,4 out of 5,Very good,no,yes,yes,Bar,yes,yes,Buffet,NA,double bed,Double or Twin Room,"₹ 11,137"
"Holiday Inn Berlin City Center East Prenzlauer Berg, an IHG Hotel",no,"Prenzlauer Allee 169, Prenzlauer Berg, 10409 Berlin, Germany","3,328 reviews",8.7,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Double Room with Courtyard View,"₹ 12,569"
TITANIC Comfort Kurfürstendamm,yes,"9-12 Kleiststraße Tempelhof-Schöneberg, Tempelhof-Schöneberg, 10787 Berlin, Germany","4,082 reviews",8.0,4 out of 5,Very good,no,yes,no,Bar,yes,yes,Buffet,single bed,double bed,Classic Double or Twin Room,"₹ 9,466"
"Holiday Inn Berlin City-West, an IHG Hotel",yes,"Rohrdamm 80, Spandau, 13629 Berlin, Germany","2,797 reviews",7.2,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, American",single bed,double bed,Business Queen Room - Non-Smoking,"₹ 8,390"
Motel One Berlin-Upper West,yes,"Kantstraße 163-165, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany","5,886 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,Continental,NA,double bed,Room with Queen Size Bed,"₹ 12,286"
ibis Berlin Kurfuerstendamm,yes,"Bayreuther Strasse 39, Tempelhof-Schöneberg, 10787 Berlin, Germany","3,765 reviews",8.0,4 out of 5,Very good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Double Room,"₹ 7,875"
Select Hotel Berlin Gendarmenmarkt,yes,"Charlottenstr. 66, Mitte, 10117 Berlin, Germany","4,588 reviews",7.6,3 out of 5,Good,yes,yes,no,Bar,yes,yes,Vegetarian,NA,double bed,Standard Double Room,"₹ 10,169"
Locke at East Side Gallery,yes,"Mühlenstraße 61-63, Friedrichshain-Kreuzberg, 10243 Berlin, Germany",168 reviews,9.3,3 out of 5,Superb,no,yes,no,NA,yes,yes,NA,NA,double bed,City Studio,"₹ 10,465"
NH Collection Berlin Mitte Friedrichstrasse,yes,"Friedrichstr. 96, Mitte, 10117 Berlin, Germany","6,971 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Superior Double or Twin Room,"₹ 12,728"
Locke at East Side Gallery,yes,"Mühlenstraße 61-63, Friedrichshain-Kreuzberg, 10243 Berlin, Germany",168 reviews,9.3,5 out of 5,Superb,no,yes,no,NA,yes,yes,NA,NA,double bed,City Studio,"₹ 10,465"
NH Collection Berlin Mitte Friedrichstrasse,yes,"Friedrichstr. 96, Mitte, 10117 Berlin, Germany","6,971 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Superior Double or Twin Room,"₹ 12,728"
ibis budget Berlin Kurfürstendamm,yes,"Bayreuther Strasse 41, Tempelhof-Schöneberg, 10787 Berlin, Germany","4,632 reviews",7.6,4 out of 5,Good,no,yes,no,NA,no,yes,NA,single bed,double bed,Standard Double Room,"₹ 7,682"
Sheraton Berlin Grand Hotel Esplanade,yes,"Lützowufer 15, Mitte, 10785 Berlin, Germany","1,556 reviews",7.8,4 out of 5,Good,yes,yes,yes,NA,yes,yes,Full English/Irish,single bed,double bed,Classic Double Room,"₹ 14,053"
Arte Luise Kunsthotel,yes,"Luisenstr. 19, Mitte, 10117 Berlin, Germany","1,442 reviews",7.5,3 out of 5,Good,no,yes,no,NA,yes,yes,Buffet,single bed,double bed,Comfort Double Room,"₹ 11,945"
Nena Hostel Berlin,yes,"16 Provinzstraße, Mitte, 13409 Berlin, Germany","2,786 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Twin Room with Private Bathroom,"₹ 5,392"
Mövenpick Hotel Berlin Am Potsdamer Platz,yes,"Schöneberger Str. 3, Friedrichshain-Kreuzberg, 10963 Berlin, Germany","3,322 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Classic King Room,"₹ 11,194"
Grand Hyatt Berlin,yes,"Marlene-Dietrich-Platz 2, Mitte, 10785 Berlin, Germany","2,292 reviews",8.7,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Twin Room,"₹ 18,031"
H2 Hotel Berlin-Alexanderplatz,yes,"Karl-Liebknecht-Str. 32a, Mitte, 10178 Berlin, Germany","16,943 reviews",8.2,4 out of 5,Very good,yes,yes,no,NA,yes,yes,Continental,single bed,NA,Double or Twin Room,"₹ 12,109"
NH Collection Berlin Mitte am Checkpoint Charlie,yes,"Leipziger Str. 106 - 111, Mitte, 10117 Berlin, Germany","7,742 reviews",8.3,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free, Asian, American",single bed,double bed,Superior Double or Twin Room,"₹ 11,314"
Quentin XL Potsdamer Platz,yes,"Potsdamer Straße 76 , Mitte, 10785 Berlin, Germany","2,877 reviews",7.3,3 out of 5,Good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Classic Double Room,"₹ 8,671"
Hotel Zoo Berlin,yes,"Kurfürstendamm 25, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","1,914 reviews",8.7,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, Buffet",single bed,double bed,Petit Room,"₹ 12,772"
a&o Berlin Mitte,yes,"Köpenicker Str. 127-129, Mitte, 10179 Berlin, Germany","5,619 reviews",6.6,4 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,"Continental, Buffet",single bed,NA,Twin Room,"₹ 6,640"
IntercityHotel Berlin Hauptbahnhof,yes,"Katharina-Paulus-Str. 5, Mitte, 10557 Berlin, Germany","13,252 reviews",8.1,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Standard Double Room,"₹ 10,965"
TWO Hotel Berlin by Axel - Adults Only,yes,"Bundesallee 31a, Charlottenburg-Wilmersdorf, 10717 Berlin, Germany","2,758 reviews",7.9,3 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,City Double Room,"₹ 8,750"
ibis Berlin Messe,yes,"Messedamm 10, Charlottenburg-Wilmersdorf, 14057 Berlin, Germany","2,328 reviews",7.4,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Double Room,"₹ 7,433"
Courtyard by Marriott Berlin City Center,yes,"Axel-Springer-Str. 55, Mitte, 10117 Berlin, Germany",851 reviews,8.7,3 out of 5,Fabulous,yes,yes,yes,Bar,yes,yes,"Continental, Vegetarian",single bed,double bed,Deluxe King Room,"₹ 12,021"
B&B Hotel Berlin Potsdamer Platz,yes,"Potsdamer Str. 90, Mitte, 10785 Berlin, Germany","1,007 reviews",8.0,4 out of 5,Very good,yes,yes,no,NA,yes,yes,"Continental, Buffet",single bed,double bed,Double Room,"₹ 8,485"
Hotel Indigo Berlin - East Side Gallery,yes,"Muehlenstrasse 13-19, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","1,951 reviews",9.0,4 out of 5,Superb,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free",NA,double bed,Queen Room - Non-Smoking,"₹ 14,504"
Classik Hotel Hackescher Markt,yes,"Große Präsidentenstr. 8, Mitte, 10178 Berlin, Germany","1,290 reviews",7.5,3 out of 5,Good,no,yes,no,NA,yes,yes,"Continental, Gluten-free",single bed,double bed,Classic Double Room,"₹ 9,972"
aletto Hotel Potsdamer Platz,yes,"12-14 Luckenwalder Straße, Friedrichshain-Kreuzberg, 10963 Berlin, Germany","7,498 reviews",8.7,5 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Buffet",single bed,double bed,Double or Twin Room,"₹ 8,183"
The Westin Grand Berlin,yes,"Friedrichstr. 158-164, Mitte, 10117 Berlin, Germany","5,130 reviews",8.5,3 out of 5,Very good,yes,yes,yes,Bar,yes,yes,"Continental, Gluten-free",single bed,double bed,Deluxe Double Room with City View,"₹ 21,124"
Vienna House Easy by Wyndham Berlin Prenzlauer Berg,yes,"Storkower Str. 162, Prenzlauer Berg, 10407 Berlin, Germany","3,601 reviews",8.1,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Buffet",single bed,double bed,Comfort Room,"₹ 9,466"
Hotel am Schloß Köpenick by Golden Tulip,yes,"Grünauer Str. 17-21, Treptow-Köpenick, 12557 Berlin, Germany","2,470 reviews",6.9,5 out of 5,Pleasant,no,yes,no,Bar,yes,yes,Continental,single bed,double bed,Standard King Room,"₹ 6,275"
a&o Berlin Friedrichshain,yes,"Boxhagener Str. 73, Friedrichshain-Kreuzberg, 10245 Berlin, Germany","2,426 reviews",6.7,3 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,"Continental, Buffet",single bed,NA,Double room,"₹ 7,202"
Habyt-The Waterfront,yes,"3 Hauptstraße, Lichtenberg, 10317 Berlin, Germany",201 reviews,8.2,3 out of 5,Very good,no,yes,no,NA,no,yes,NA,NA,double bed,Budget Double Room,"₹ 7,557"
Hotel Adlon Kempinski Berlin,yes,"Unter den Linden 77, Mitte, 10117 Berlin, Germany","3,571 reviews",9.2,4 out of 5,Superb,no,yes,no,Bar,yes,yes,"Gluten-free, American",NA,double bed,Deluxe Double Room,"₹ 38,974"
ABACUS Tierpark Hotel,yes,"Franz-Mett-Str. 3-9, Lichtenberg, 10319 Berlin, Germany","1,831 reviews",7.5,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, American",single bed,NA,Double or Twin Room,"₹ 7,248"
TITANIC Comfort Mitte,yes,"Elisabeth-Mara-Straße 4, Mitte, 10117 Berlin, Germany","8,044 reviews",7.8,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Halal",single bed,double bed,Standard Double Room,"₹ 10,262"
enjoy hostel Berlin City West,yes,"Kalischer Straße 38, Charlottenburg-Wilmersdorf, 10713 Berlin, Germany",502 reviews,6.9,3 out of 5,Pleasant,no,yes,no,Bar,yes,yes,American,single bed,NA,Economy Twin Room,"₹ 6,541"
Amstel House Hostel,yes,"Waldenserstr. 31, Mitte, 10551 Berlin, Germany","3,502 reviews",7.8,3 out of 5,Good,yes,yes,no,Bar,yes,yes,Continental,single bed,NA,Twin Room with Shared Bathroom,"₹ 7,257"
Hotel ROMY by AMANO,yes,"Invalidenstrasse 53 A, Mitte, 10557 Berlin, Germany","4,147 reviews",8.3,3 out of 5,Very good,no,yes,no,Bar,yes,no,NA,NA,double bed,Standard Double Room,"₹ 10,673"
H10 Berlin Ku'damm,yes,"Joachimsthaler Str. 31-32, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","5,057 reviews",8.3,2 out of 5,Very good,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Basic Deluxe Room,"₹ 10,894"
Motel One Berlin-Hauptbahnhof,yes,"Invalidenstraße 54, Mitte, 10557 Berlin, Germany","7,022 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan",NA,double bed,Room with Queen Size Bed,"₹ 11,402"
"The Hoxton, Charlottenburg",no,"18-19 Meinekestraße, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany",271 reviews,8.6,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Cosy,"₹ 15,936"
AMANO East Side,yes,"Stralauer Platz 30-31, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","5,211 reviews",8.3,4 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Comfort Room,"₹ 12,343"
ibis budget Berlin Alexanderplatz,yes,"Mollstr. 31, Friedrichshain-Kreuzberg, 10249 Berlin, Germany","4,341 reviews",7.6,3 out of 5,Good,yes,yes,no,NA,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Room,"₹ 8,724"
"Lindner Hotel Berlin Ku'damm, part of JdV by Hyatt",yes,"Kurfürstendamm 24, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","2,693 reviews",8.3,4 out of 5,Very good,yes,yes,no,NA,no,yes,Vegan,single bed,double bed,Queen Room,"₹ 14,053"
"Nena Apartments SPREEblau ""New Opening 2023""",yes,"90B Schnellerstraße, Treptow-Köpenick, 12439 Berlin, Germany",404 reviews,8.6,2 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,"Studio ""Spree""","₹ 9,369"
Good Morning + Berlin City East,yes,"Ruschestr. 45, Lichtenberg, 10367 Berlin, Germany","5,448 reviews",7.2,3 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Vegan, Gluten-free, American",single bed,NA,Standard Twin Room+,"₹ 6,275"
EASY Lodges Berlin,yes,"Columbiadamm 160, Neukölln, 10965 Berlin, Germany","2,387 reviews",7.0,3 out of 5,Good,yes,yes,no,Bar,yes,no,NA,NA,double bed,Double-bed Cottage with Shared Bathroom,"₹ 5,091"
AC Hotel by Marriott Berlin Humboldthain Park,yes,"Hochstrasse 3, Mitte, 13357 Berlin, Germany","1,259 reviews",8.0,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian",single bed,double bed,Deluxe King Room,"₹ 9,457"
martas Hotel Allegra Berlin,yes,"Albrechtstr. 17, Mitte, 10117 Berlin, Germany","2,162 reviews",8.0,4 out of 5,Very good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Double Room,"₹ 10,014"
Victor's Residenz-Hotel Berlin,yes,"Am Friedrichshain 17, Prenzlauer Berg, 10407 Berlin, Germany","1,521 reviews",8.0,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,Buffet,NA,double bed,Comfort Room,"₹ 9,104"
"The Ritz-Carlton, Berlin",yes,"Potsdamer Platz 3, Mitte, 10785  Berlin, Germany","1,041 reviews",9.0,4 out of 5,Superb,yes,yes,no,Bar,yes,yes,"Continental, American",single bed,double bed,Deluxe King Room,"₹ 36,681"
Grand Hostel Berlin Urban,yes,"Sonnenallee 6, Neukölln, 12047 Berlin, Germany","2,748 reviews",8.0,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Double Room,"₹ 9,162"
H24 Berlin Lichtenberg,yes,"Herzbergstraße 139, Lichtenberg, 10365 Berlin, Germany","1,757 reviews",8.5,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Standard Double Room,"₹ 10,500"
"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel",yes,"Nuernberger Strasse 65, 10787 Berlin, Germany","4,811 reviews",8.3,2 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Standard Room,"₹ 11,932"
NH Berlin Kurfürstendamm,yes,"Grolmanstr. 41-43, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany","3,521 reviews",8.1,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Classic Standard Double or Twin Room,"₹ 9,811"
Hotel Berliner Bär,yes,"Ringbahnstr. 6-8, Tempelhof-Schöneberg, 12099  Berlin, Germany","1,572 reviews",7.3,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Vegetarian, Vegan",single bed,double bed,Double or Twin Room,"₹ 8,662"
acom-Hotel Berlin Kurfürstendamm,yes,"Joachimsthaler Straße 39/40, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany","5,169 reviews",6.9,3 out of 5,Pleasant,no,yes,no,Bar,yes,yes,Continental,single bed,double bed,Standard Double or Twin Room,"₹ 8,750"
the niu Dwarf,yes,"3 Werdauer Weg, Tempelhof-Schöneberg, 10829 Berlin, Germany","3,941 reviews",8.5,3 out of 5,Very good,no,yes,no,Bar,yes,yes,Continental,NA,double bed,Superior Double Room,"₹ 13,446"
Novum Hotel Gates Berlin Charlottenburg,yes,"Knesebeckstr. 8-9, Charlottenburg-Wilmersdorf, 10623 Berlin, Germany","2,474 reviews",7.4,3 out of 5,Good,yes,yes,no,NA,yes,yes,Vegetarian,single bed,double bed,Double Room with Queen-Size-Bed,"₹ 8,794"
Steps-Hotel,yes,"Liebenwalder Straße 22, Mitte, 13347 Berlin, Germany","2,046 reviews",7.9,3 out of 5,Good,yes,yes,no,Bar,yes,no,"Continental, Vegetarian, Vegan, Gluten-free",single bed,double bed,Twin Room with Shared Bathroom,"₹ 6,602"
Yggotel Spurv,yes,"Paderborner Str. 10, Charlottenburg-Wilmersdorf, 10709 Berlin, Germany",261 reviews,7.8,3 out of 5,Good,no,yes,no,NA,yes,yes,Continental,single bed,double bed,Standard Room,"₹ 6,076"
harry's home hotel & apartments,yes,"Alt Moabit 86A, Mitte, 10555 Berlin, Germany",345 reviews,8.6,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free, Buffet",NA,double bed,Standard Double Room,"₹ 10,518"
ibis Berlin City Potsdamer Platz,yes,"Anhalter Str. 4, Friedrichshain-Kreuzberg, 10963 Berlin, Germany","2,707 reviews",7.7,4 out of 5,Good,no,yes,no,NA,yes,yes,"Continental, Buffet",single bed,double bed,Standard Double Room,"₹ 8,302"
Motel Blue,yes,"Uhlandstraße 142, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","1,765 reviews",7.3,3 out of 5,Good,no,yes,no,NA,yes,yes,Continental,single bed,double bed,Twin Room,"₹ 8,750"
Generator Berlin Prenzlauer Berg,yes,"Storkower Str. 160, Prenzlauer Berg, 10407 Berlin, Germany","4,523 reviews",6.3,5 out of 5,Pleasant,yes,yes,no,NA,yes,yes,"Continental, Vegetarian",single bed,double bed,Twin Room - Shared Bathroom,"₹ 5,505"
Pegasus Hostel Berlin,yes,"Straße der Pariser Kommune 35, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","1,534 reviews",7.3,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Buffet",single bed,double bed,Comfort Double Room,"₹ 8,485"
icke.apartments,yes,"Danckelmannstr. 35, Charlottenburg-Wilmersdorf, 14059 Berlin, Germany","1,275 reviews",6.6,3 out of 5,Pleasant,no,yes,no,NA,yes,yes,NA,single bed,double bed,Standard Studio,"₹ 3,867"
Motel One Berlin-Alexanderplatz,yes,"11 Grunerstraße, Mitte, 10179 Berlin, Germany","9,802 reviews",8.7,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Vegan, Buffet",NA,double bed,King Room,"₹ 11,402"
MOXY Berlin Humboldthain Park,yes,"Hochstrasse 2, Mitte, 13357 Berlin, Germany","1,961 reviews",7.9,4 out of 5,Good,no,yes,no,Bar,yes,yes,Continental,single bed,double bed,"Moxy Sleeper Queen, Guest Room, 1 Queen","₹ 10,960"
25hours Hotel Bikini Berlin,yes,"Budapester Str. 40, Charlottenburg-Wilmersdorf, 10787 Berlin, Germany","1,649 reviews",8.7,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Vegetarian, Halal, Gluten-free, American",single bed,double bed,Medium Urban,"₹ 12,648"
Select Hotel Berlin The Wall,yes,"Zimmerstr. 88, Mitte, 10117 Berlin, Germany","3,834 reviews",8.4,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Buffet",NA,double bed,Comfort Double Room,"₹ 8,977"
H+ Hotel Berlin Mitte,yes,"Chausseestr. 118-120, Mitte, 10115 Berlin, Germany","6,993 reviews",8.4,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, American",single bed,double bed,Comfort Double or Twin Room,"₹ 12,153"
Come Inn Berlin Kurfürstendamm,yes,"Kurfürstendamm 180, Charlottenburg-Wilmersdorf, 10707 Berlin, Germany","2,378 reviews",7.5,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, American",single bed,NA,Twin Standard,"₹ 7,496"
"Holiday Inn Berlin City East Side, an IHG Hotel",yes,"Wanda-Kallenbach-Strasse, Friedrichshain-Kreuzberg, 10243 Berlin, Germany","3,656 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian",single bed,double bed,Double Room - Non-Smoking,"₹ 10,518"
"Hotel Luc, Autograph Collection",yes,"Charlottenstrasse 50, Mitte, 10117 Berlin, Germany",424 reviews,8.9,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, American",NA,double bed,Luc Queen Room,"₹ 21,655"
Leonardo Royal Hotel Berlin Alexanderplatz,yes,"Otto-Braun-Str. 90, Friedrichshain-Kreuzberg, 10249 Berlin, Germany","10,248 reviews",8.4,4 out of 5,Very good,no,yes,yes,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free",single bed,double bed,Comfort Double or Twin Room,"₹ 11,057"
Wyndham Garden Berlin Mitte,no,"Osloer Straße 116a, Mitte, 13359 Berlin, Germany","3,391 reviews",6.9,3 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,"Vegetarian, Gluten-free, American",single bed,double bed,Standard Double Room,"₹ 8,678"
Grand Hostel Berlin Classic,yes,"Tempelhofer Ufer 14, Friedrichshain-Kreuzberg, 10963 Berlin, Germany","2,294 reviews",8.0,3 out of 5,Very good,yes,yes,no,Bar,yes,no,"Continental, Full English/Irish, Vegetarian, American",single bed,double bed,Twin Room with Shared Bathroom,"₹ 7,578"
"Max Brown Hotel Ku'damm, part of Sircle Collection",yes,"Uhlandstraße 49, Charlottenburg-Wilmersdorf, 10719 Berlin, Germany","2,407 reviews",8.3,3 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,NA,double bed,Small Double Room,"₹ 8,806"
Hyperion Hotel Berlin,yes,"Prager Str. 12, Charlottenburg-Wilmersdorf, 10779 Berlin, Germany","7,131 reviews",8.5,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, American",single bed,double bed,Comfort Double or Twin Room,"₹ 12,197"
