Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
Seasons Heritage Melbourne,yes,"572 St Kilda Road, 3004 Melbourne, Australia",532 reviews,6.2,4 out of 5,Pleasant,no,yes,no,NA,yes,yes,NA,NA,double bed,Economy Double Room,"₹ 4,535"
Quest Collingwood,yes,"79-89 Wellington Street, Collingwood, 3066 Melbourne, Australia",194 reviews,9.3,4 out of 5,Superb,yes,yes,no,NA,yes,yes,Breakfast to go,NA,double bed,Studio,"₹ 14,948"
Selina St Kilda Melbourne,yes,"24 Grey St, 3182 Melbourne, Australia",465 reviews,7.9,5 out of 5,Good,no,yes,no,Bar,yes,no,Continental,single bed,double bed,Double Room with Shared Bathroom,"₹ 6,188"
Melbourne Marriott Hotel,yes,"Corner Exhibition And Lonsdale Streets, 3000 Melbourne, Australia",784 reviews,8.0,4 out of 5,Very good,no,yes,no,Bar,yes,yes,Continental,NA,double bed,"Premier, Guest room, 1 Queen","₹ 16,555"
Melbourne Carlton Central Apartment Hotel,no,"2-9 Finlay Place, Carlton, 3053 Melbourne, Australia",508 reviews,7.2,4.5 out of 5,Good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Studio Apartment,"₹ 12,181"
Georgian Court B&B Guest House,yes,"25 George Street, East Melbourne, 3002 Melbourne, Australia","1,305 reviews",7.1,4 out of 5,Good,yes,yes,no,NA,yes,no,Continental,single bed,double bed,Double Room,"₹ 6,697"
Lanbruk Richmond Hill,yes,"79 Bridge Road, Richmond, 3121 Melbourne, Australia",624 reviews,9.0,4.5 out of 5,Superb,yes,yes,no,NA,yes,yes,NA,NA,double bed,Studio Apartment,"₹ 10,662"
Oaks Melbourne on Lonsdale Suites,yes,"23 Lonsdale Street, 3000 Melbourne, Australia","3,091 reviews",7.7,5 out of 5,Good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Studio Apartment,"₹ 9,054"
Aura on Flinders Serviced Apartments,yes,"534 Flinders Street (Enter via 7 Katherine Pl), 3000 Melbourne, Australia","3,766 reviews",7.7,4 out of 5,Good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,One-Bedroom Apartment with Balcony,"₹ 12,269"
The Prince,yes,"2 Acland Street, 3182 Melbourne, Australia",605 reviews,8.4,4 out of 5,Very good,yes,yes,yes,Bar,yes,yes,NA,NA,double bed,Double Room,"₹ 11,090"
Sofitel Melbourne On Collins,yes,"25 Collins Street, 3000 Melbourne, Australia",887 reviews,8.5,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Superior King Room,"₹ 19,770"
Quest Prahran,yes,"9 Balmoral Street, , South Yarra, 3141 Melbourne, Australia",452 reviews,8.1,5 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Superior One-Bedroom Apartment,"₹ 10,447"
Quest on Dorcas,yes,"8 Dorcas Street,, Southbank, 3205 Melbourne, Australia",686 reviews,8.3,4.5 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 10,391"
Anchorage Apartments Hampton,yes,"12 Railway Walk North, Hampton, 3188 Melbourne, Australia",147 reviews,7.9,4 out of 5,Good,no,yes,no,NA,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 12,269"
Brighton Serviced Apartments,yes,"408 Bay St, Brighton, 3186 Melbourne, Australia",475 reviews,7.4,4 out of 5,Good,yes,yes,no,NA,yes,no,NA,single bed,double bed,One-Bedroom Apartment,"₹ 9,563"
Shadow Play by Peppers,yes,"308 - 320 City Road, Southbank, 3000 Melbourne, Australia",776 reviews,8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Halal, Gluten-free, American, Breakfast to go",NA,double bed,One-Bedroom Apartment,"₹ 13,876"
Brady Apartment Hotel Hardware Lane,yes,"388 Lonsdale Street, 3000 Melbourne, Australia","1,781 reviews",8.6,5 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One Bedroom Apartment,"₹ 12,269"
Oaks Melbourne on Market Hotel,yes,"60 Market Street, 3000 Melbourne, Australia","4,371 reviews",8.0,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Studio Apartment,"₹ 9,590"
Sakura Serviced Apartments,yes,"220 Spencer Street, 3000 Melbourne, Australia",181 reviews,7.5,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Modern Studio Apartment,"₹ 14,188"
"The Ritz-Carlton, Melbourne",yes,"650 Lonsdale Street, 3000 Melbourne, Australia",219 reviews,9.0,4 out of 5,Superb,no,yes,yes,Bar,yes,yes,NA,NA,double bed,Deluxe King,"₹ 25,449"
Maruve Guesthouse 12 min from Melb airport,yes,"219 Widford Street, 3047 Melbourne, Australia",89 reviews,8.1,5 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Double Room with Private Bathroom,"₹ 4,822"
Mantra Southbank,no,"31 City Road, Southbank, Southbank, 3006 Melbourne, Australia","1,526 reviews",7.9,5 out of 5,Good,yes,yes,no,Bar,yes,yes,"Italian, Full English/Irish, Vegetarian, Gluten-free, American",single bed,double bed,One-Bedroom Apartment,"₹ 11,733"
Punthill Ivanhoe,yes,"21 Bell Street, 3079 Melbourne, Australia",466 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,no,yes,"Continental, Gluten-free, Breakfast to go",single bed,double bed,One Bedroom Apartment,"₹ 11,198"
Sixty Two On Grey Serviced Apartments,yes,"62 Grey Street, 3182 Melbourne, Australia",498 reviews,7.3,5 out of 5,Good,no,yes,no,NA,yes,no,NA,NA,double bed,Studio,"₹ 8,144"
Pegasus Apart-Hotel,yes,"206 A'Beckett Street, 3000 Melbourne, Australia","4,747 reviews",7.9,5 out of 5,Good,yes,yes,no,NA,yes,yes,Full English/Irish,single bed,double bed,Queen Studio,"₹ 7,323"
"InterContinental Melbourne The Rialto, an IHG Hotel",yes,"495 Collins Street, 3000 Melbourne, Australia",830 reviews,8.2,4.5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian, Halal, Gluten-free, American, Buffet",NA,double bed,Classic Room,"₹ 15,537"
The Westin Melbourne,yes,"205 Collins Street, 3000 Melbourne, Australia",826 reviews,8.8,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Kosher, Asian, American, Buffet",single bed,double bed,Westin Twin Room with Two Double Beds - Disability Access,"₹ 19,020"
SoYa Apartment Hotel,yes,"4 Darling Street, South Yarra, 3141 Melbourne, Australia",172 reviews,8.6,3.5 out of 5,Fabulous,yes,yes,no,NA,yes,no,NA,single bed,double bed,Standard One-Bedroom Apartment,"₹ 9,590"
Centrepoint Units Heidelberg,yes,"1 Powlett St, 3084 Melbourne, Australia",183 reviews,8.9,4.5 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 12,805"
Exceptional views 2Bdr2Bath Apt in CBD (TF600223),yes,"633 Little Lonsdale Street, 3000 Melbourne, Australia",3 reviews,9.7,4.5 out of 5,Exceptional,no,no,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 11,042"
Park Hyatt Melbourne,yes,"1 Parliament Square, Off Parliament Place, East Melbourne, 3002 Melbourne, Australia","1,495 reviews",9.1,3 out of 5,Superb,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Asian, American",single bed,double bed,King Room,"₹ 17,988"
Pullman Melbourne Albert Park,yes,"65 Queens Road, Albert Park, 3004 Melbourne, Australia",737 reviews,7.3,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Asian, American",single bed,double bed,Classic Room,"₹ 11,198"
College Lawn Hotel,no,"36 Greville Street, Prahran, 3181 Melbourne, Australia",213 reviews,6.9,4 out of 5,Pleasant,no,yes,no,Bar,yes,no,NA,NA,double bed,Budget Double Room,"₹ 4,554"
The Village Melbourne,yes,"167 Franklin Street, 3000 Melbourne, Australia",876 reviews,6.3,4 out of 5,Pleasant,no,yes,yes,Bar,yes,yes,NA,NA,double bed,Standard Double Room,"₹ 8,037"
Elizabeth Hostel,yes,"490-494 Elizabeth Street, 3000 Melbourne, Australia",785 reviews,4.0,4 out of 5,Disappointing,no,yes,no,NA,yes,no,NA,single bed,double bed,Economy Double Room with Shared Bathroom,"₹ 6,161"
Le Méridien Melbourne,yes,"20 Bourke Street, 3000 Melbourne, Australia",157 reviews,8.9,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Asian, American",NA,double bed,Deluxe King Room,"₹ 14,359"
Adelphi Hotel,yes,"187 Flinders Lane, 3000 Melbourne, Australia",721 reviews,8.3,4 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Premier King,"₹ 16,788"
Quest NewQuay,yes,"26 Caravel Lane, Docklands, 3008 Melbourne, Australia","2,098 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,Studio Apartment,"₹ 9,723"
Quest Ivanhoe,yes,"72-84 Upper Heidelberg Road, 3079 Melbourne, Australia",286 reviews,7.9,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,NA,double bed,Studio Apartment,"₹ 13,640"
Carlton Lygon Lodge,yes,"220 Lygon Street, , Carlton, 3053 Melbourne, Australia",869 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Standard Suite,"₹ 9,644"
The Sebel Melbourne Docklands Hotel,yes,"18 Aquitania Way, Docklands, Docklands, 3008 Melbourne, Australia","1,199 reviews",7.8,4 out of 5,Good,yes,yes,no,NA,yes,yes,"Full English/Irish, Vegetarian, American",NA,double bed,One-Bedroom Apartment,"₹ 11,733"
Quest Bundoora,yes,"40 Janefield Drive, Bundoora, 3083 Melbourne, Australia",470 reviews,8.5,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Studio,"₹ 12,269"
Grosvenor 3121 Richmond,yes,"113 Hoddle Street, East Melbourne, 3121 Melbourne, Australia",29 reviews,8.2,3 out of 5,Very good,no,yes,no,Bar,yes,no,NA,single bed,double bed,Studio Apartment,"₹ 8,847"
CentralCharm 2Bdr apt with Free Parking (TF151122),yes,"83 Queens Bridge Street, Southbank, 3006 Melbourne, Australia",NA,NA,4 out of 5,Very good 8.3,no,no,no,NA,no,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 9,596"
Hotel Sophia,yes,"277 King Street, 3000 Melbourne, Australia",630 reviews,6.4,3 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Economy Double Room with Shared Bathroom,"₹ 6,911"
Stunning 1 Bedroom Apartment w Huge Balcony next to Queen Vic Market,yes,"65 Dudley Street 2214, West Melbourne, 3003 Melbourne, Australia",5 reviews,9.0,5 out of 5,Superb,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 5,401"
Platinum City Serviced Apartments,yes,"327 La Trobe Street, 3000 Melbourne, Australia",721 reviews,7.2,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 8,321"
Laneways by Ovolo,yes,"19 Little Bourke Street, 3000 Melbourne, Australia",449 reviews,8.8,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,Continental,NA,double bed,Downtown Studio,"₹ 15,728"
Quest Docklands,yes,"750 Bourke Street Docklands, Docklands, 3008 Melbourne, Australia","1,668 reviews",8.3,3 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio Apartment,"₹ 10,662"
Lancemore Crossley St. Melbourne,yes,"51 Little Bourke Street, 3000 Melbourne, Australia","1,510 reviews",8.6,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,Continental,single bed,double bed,Lancemore King Room,"₹ 14,412"
District Apartments Fitzroy,yes,"160 Argyle Street, Fitzroy, 3065 Melbourne, Australia",175 reviews,7.7,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 17,252"
Harbour Apartment - Docklands,yes,"Harbour Esplanade, Docklands, 3008 Melbourne, Australia",NA,NA,4 out of 5,NA,yes,yes,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 10,608"
Punthill Apartment Hotel - Flinders Lane,yes,"267 Flinders Lane, 3000 Melbourne, Australia","1,037 reviews",7.8,4.5 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio Apartment,"₹ 10,180"
Modern double storey 3 BDRs in South Mel(TF5SM01),yes,"278 Kings Way, South Melbourne, 3205 Melbourne, Australia",NA,NA,3 out of 5,Very good 8.0,no,no,no,NA,yes,yes,NA,NA,double bed,Three-Bedroom Apartment,"₹ 12,489"
Lovely 1 Bedroom apartment close Crown（TI17042201）,yes,"7 Katherine Place, 3000 Melbourne, Australia",NA,NA,4.5 out of 5,Good 7.7,no,no,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 9,065"
Meadow Inn Hotel-Motel,yes,"1435 Sydney Road, 3061 Melbourne, Australia",519 reviews,6.4,4 out of 5,Pleasant,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Studio with King Bed and Single Bed,"₹ 6,215"
Beautiful 2 brs in CBD with free parking (TF4922),yes,"283 Spring Street, 3000 Melbourne, Australia",3 reviews,7.3,4 out of 5,Good,no,no,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 10,078"
Art Series - The Larwill Studio,yes,"48 Flemington Road, 3052 Melbourne, Australia",730 reviews,8.7,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian",NA,double bed,Larwill King,"₹ 10,126"
The Como Melbourne - MGallery,no,"630 Chapel Street, South Yarra, 3141 Melbourne, Australia","1,107 reviews",8.6,4 out of 5,Fabulous,yes,yes,yes,Bar,yes,yes,"Continental, Vegetarian, Vegan, Halal, Gluten-free, American",single bed,double bed,Superior Double Room with Two Single Beds,"₹ 14,734"
Comfort Inn Greensborough,yes,"Cnr.Greensborough Road & Torbay Street, 3085 Melbourne, Australia",543 reviews,6.0,3 out of 5,Pleasant,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Standard Queen Room,"₹ 7,233"
Mercure Melbourne Therry Street,yes,"43 Therry Street, 3000 Melbourne, Australia",392 reviews,6.8,4 out of 5,Pleasant,no,yes,no,NA,yes,yes,NA,single bed,double bed,Standard Queen Studio,"₹ 9,590"
Exclusive 2 bed pad with views,yes,"38 Bank Street 10, South Melbourne, 3205 Melbourne, Australia",1 review,9.0,4 out of 5,Superb,no,no,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 13,839"
Pullman Melbourne on Swanston,yes,"195 Swanston Street, 3000 Melbourne, Australia",830 reviews,8.4,4.5 out of 5,Very good,yes,yes,yes,Bar,yes,yes,"Continental, Vegetarian, Vegan",NA,double bed,Superior King Room,"₹ 15,055"
Mercure North Melbourne,yes,"Corner Flemington Road & Harker Street, North Melbourne, 3051 Melbourne, Australia","1,625 reviews",7.4,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Halal, Gluten-free",single bed,double bed,Standard King Room,"₹ 9,054"
Wonderful 2-bedroom unit with Pool(TF7262201),yes,"8 Daly Street, South Yarra, 3141 Melbourne, Australia",1 review,5.0,4 out of 5,Passable,no,no,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 9,596"
Oaks Melbourne on Collins Hotel,yes,"480 Collins Street, 3004 Melbourne, Australia","4,045 reviews",6.8,4 out of 5,Pleasant,yes,yes,no,NA,yes,yes,NA,NA,double bed,Studio - Internal,"₹ 7,983"
La Trobe Street Apartment,yes,"68 La Trobe Street 319, 3000 Melbourne, Australia",NA,NA,3 out of 5,NA,no,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 12,269"
Oakwood Premier Melbourne,yes,"202 Normanby Road, Southbank, 3006 Melbourne, Australia","5,474 reviews",8.6,5 out of 5,Fabulous,yes,yes,yes,Bar,yes,yes,NA,single bed,double bed,Deluxe Twin Room,"₹ 10,715"
Ovolo South Yarra,yes,"234 Toorak Road, South Yarra, 3141 Melbourne, Australia","1,035 reviews",8.8,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,Continental,single bed,double bed,Boogie,"₹ 11,382"
Homely Urban Oasis,yes,"18 Hoff Boulevard, Southbank, 3006 Melbourne, Australia",NA,NA,4 out of 5,NA,no,no,no,NA,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 11,573"
Caroline Serviced Apartments Brighton,yes,"3 Male Street, Brighton, 3186 Melbourne, Australia",761 reviews,8.6,4 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Premier One-Bedroom Apartment,"₹ 14,948"
The Escape in Southern Cross Station,yes,"Rose Lane, 3000 Melbourne, Australia",151 reviews,7.9,4 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio Apartment,"₹ 7,501"
Milano Serviced Apartments,yes,"8 Franklin St, 3000 Melbourne, Australia","1,689 reviews",6.8,4 out of 5,Pleasant,yes,yes,no,NA,yes,no,NA,single bed,double bed,Studio,"₹ 8,144"
MVV Motel & Comfy Kew Apartments,yes,"3 Studley Park Road, Kew, 3101 Melbourne, Australia",331 reviews,7.5,5 out of 5,Good,no,no,no,NA,yes,yes,NA,single bed,double bed,Standard Studio,"₹ 6,914"
Shiny Urban Oasis (2BR1B+Wifi+View+WWS nearby),yes,"8 Whiteman Street, Southbank, 3006 Melbourne, Australia",NA,NA,3 out of 5,NA,yes,no,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 9,644"
Ink Hotel Melbourne Southbank,yes,"167 City Road, Southbank, 3006 Melbourne, Australia","3,036 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Standard Room,"₹ 8,921"
Quest Moonee Valley,yes,"7 Feehan Avenue, 3039 Melbourne, Australia",380 reviews,8.1,4 out of 5,Very good,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Studio Apartment,"₹ 12,805"
Docklands Private Collection - Digital Harbour,yes,"7/198 Harbour Esplanade, Docklands, 3008 Melbourne, Australia",675 reviews,8.6,3.5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Studio,"₹ 22,301"
City Edge South Melbourne Apartment Hotel,yes,"51-59 Palmerston Crescent, South Melbourne, 3205 Melbourne, Australia",593 reviews,7.1,4.5 out of 5,Good,no,yes,no,NA,yes,yes,NA,NA,double bed,Studio,"₹ 7,948"
Comfort Hotel East Melbourne,yes,"90 Albert Street, East Melbourne, 3002 Melbourne, Australia",634 reviews,6.2,4 out of 5,Pleasant,no,yes,no,NA,yes,yes,Continental,single bed,double bed,Superior King Suite,"₹ 9,054"
River Views 2B2B Free Parking,yes,"889 Collins Street, Docklands, 3008 Melbourne, Australia",1 review,9.0,3 out of 5,Superb,no,no,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 17,407"
Nesuto Docklands,yes,"80 Waterfront Way, Docklands, 3008 Melbourne, Australia",824 reviews,9.0,4 out of 5,Superb,yes,yes,no,NA,yes,yes,NA,NA,double bed,Premium Apartment,"₹ 10,292"
The Sebel Melbourne Malvern,yes,"803 Dandenong Road, 3145 Melbourne, Australia",662 reviews,8.2,3.5 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 15,484"
Wyndham Hotel Melbourne,no,"199 William Street, 3000 Melbourne, Australia","1,400 reviews",8.2,5 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 12,165"
Quest Jolimont,yes,"153-155 Wellington Parade South, East Melbourne, 3002 Melbourne, Australia",527 reviews,8.6,4.5 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 13,394"
"Crowne Plaza Melbourne, an IHG Hotel",yes,"1 - 5 Spencer Street, 3008 Melbourne, Australia","5,293 reviews",8.4,3.5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",NA,double bed,Standard King Room,"₹ 10,702"
Melbourne Airport Motel,yes,"123 Mickleham Road, Tullamarine, 3043 Melbourne, Australia",961 reviews,8.4,4 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Studio,"₹ 10,447"
Coburg Motor Inn,no,"726 Sydney Rd, 3058 Melbourne, Australia",24 reviews,4.4,4.5 out of 5,Disappointing,no,yes,no,NA,no,no,NA,NA,double bed,Double Room,"₹ 6,161"
Beautiful apartment in South Yarra,yes,"392 Punt Road, South Yarra, 3141 Melbourne, Australia",2 reviews,10,4 out of 5,Exceptional,no,no,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 11,787"
Pan Pacific Melbourne,yes,"2 Convention Centre Place, South Wharf, 3006 Melbourne, Australia","2,678 reviews",8.7,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Vegetarian, Vegan, Gluten-free, Asian, American",single bed,double bed,Deluxe King Room,"₹ 15,540"
Radisson On Flagstaff Gardens Melbourne,yes,"380 William Street, Melbourne, Victoria 3000, Australia, 3000 Melbourne, Australia","2,880 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free, American",single bed,double bed,Standard Room,"₹ 9,981"
High-Rise Living with City Views Queen Vic Market,yes,"380 La Trobe Street, 3000 Melbourne, Australia",NA,NA,4.5 out of 5,Exceptional 9.6,yes,no,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 9,644"
Oaks Melbourne Southbank Suites,yes,"57 - 61 City Road Southbank, Southbank, 3006 Melbourne, Australia","3,170 reviews",7.9,4.5 out of 5,Good,yes,yes,no,NA,no,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 9,590"
Quick Aces Premium,yes,"568 Collins Street, 3000 Melbourne, Australia",4 reviews,9.7,4 out of 5,Exceptional,no,no,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 14,144"
Fawkner Executive Suites & Serviced Apartments,yes,"1162-1164 Sydney Road , Fawkner, 3060 Melbourne, Australia",222 reviews,9.4,4 out of 5,Superb,yes,yes,no,NA,yes,no,NA,single bed,double bed,Executive One-Bedroom Suite,"₹ 10,576"
High rise top view 2bed2bath,yes,"Queen Street 370, 3000 Melbourne, Australia",32 reviews,9.5,3 out of 5,Exceptional,no,no,no,NA,yes,yes,NA,NA,double bed,Apartment,"₹ 9,483"
Next Hotel Melbourne,yes,"103 Little Collins Street, 3000 Melbourne, Australia","1,633 reviews",9.1,4 out of 5,Superb,yes,yes,yes,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Queen Room,"₹ 14,948"
Pathfinder Motel,yes,"380 Cotham Road, Kew, 3101 Melbourne, Australia",190 reviews,6.8,5 out of 5,Pleasant,yes,no,no,NA,yes,no,NA,single bed,double bed,Budget Room,"₹ 6,858"
Mantra on Little Bourke,yes,"471 Little Bourke Street, 3000 Melbourne, Australia",808 reviews,8.1,3.5 out of 5,Very good,yes,yes,no,Bar,yes,yes,American,single bed,double bed,Executive Studio,"₹ 11,787"
Best Western Queen Victoria Market Hotel,yes,"77 - 79 Capel Street, West Melbourne, 3003 Melbourne, Australia",162 reviews,8.5,4 out of 5,Very good,yes,yes,no,NA,yes,yes,Continental,single bed,double bed,Executive Queen Room,"₹ 9,644"
Deco Family House,yes,"1496 Malvern Road, 3146 Melbourne, Australia",181 reviews,8.3,4 out of 5,Very good,yes,yes,no,NA,yes,no,NA,NA,double bed,Family Room with Shared Bathroom,"₹ 5,264"
City East Motel,yes,"181 Langridge St, 3067 Melbourne, Australia",564 reviews,6.6,4.5 out of 5,Pleasant,yes,yes,no,NA,yes,no,NA,single bed,double bed,Queen Room,"₹ 5,840"
Camberwell Serviced Apartments,yes,"85 Camberwell Road , 3124 Melbourne, Australia",493 reviews,8.5,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Deluxe Studio,"₹ 11,198"
Mercure Melbourne St Kilda Road,yes,"568 St Kilda Road, 3004 Melbourne, Australia",182 reviews,7.8,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Breakfast to go",single bed,double bed,Classic Suite King/Queen with balcony,"₹ 9,596"
Brunswick Tower Hotel,yes,"188 Moreland Road, 3056 Melbourne, Australia",679 reviews,7.2,4 out of 5,Good,yes,yes,no,Bar,yes,yes,NA,single bed,double bed,Deluxe Family Room,"₹ 10,715"
Comfort Hotel Melbourne Central,yes,"43 Lonsdale Street, 3000 Melbourne, Australia",430 reviews,6.2,3 out of 5,Pleasant,no,yes,no,NA,yes,yes,Continental,single bed,double bed,one-bedroom apartment (QUEEN),"₹ 9,590"
Bell Motel,yes,"2 Patterson Street, Preston, Preston, 3072 Melbourne, Australia",895 reviews,7.8,4 out of 5,Good,no,yes,no,NA,yes,no,NA,single bed,double bed,Standard Room,"₹ 6,161"
City Park Hotel,no,"308-310 Kings Way, South Melbourne, 3205 Melbourne, Australia",548 reviews,6.4,3 out of 5,Pleasant,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Twin Room,"₹ 8,113"
Hotel No,yes,"Harper Lane Melbourne, 3000 Melbourne, Australia",49 reviews,8.8,4.5 out of 5,Fabulous,no,yes,no,Bar,yes,no,NA,NA,double bed,AIRSTREAM - Deluxe Queen Room,"₹ 21,377"
Tribeca Serviced Apartments,yes,"9C/166 Albert St , East Melbourne, 3002 Melbourne, Australia","1,883 reviews",6.6,4 out of 5,Pleasant,yes,yes,no,NA,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 10,180"
Knightsbridge Apartments,yes,"101 George Street, East Melbourne, 3002 Melbourne, Australia","1,184 reviews",6.9,3 out of 5,Pleasant,yes,yes,no,NA,yes,no,NA,single bed,double bed,Studio Apartment King Bed,"₹ 7,233"
RNR Serviced Apartments North Melbourne,yes,"139 Chetwynd Street, North Melbourne, 3051 Melbourne, Australia",855 reviews,7.7,3 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,One-Bedroom Apartment,"₹ 10,652"
Corporate Living Accommodation Abbotsford,yes,"611 Victoria Street, 3067 Melbourne, Australia",673 reviews,8.0,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Studio,"₹ 11,787"
Blessington St Studio Apartments,yes,"36 Blessington Street, 3182 Melbourne, Australia",43 reviews,8.6,3 out of 5,Fabulous,no,yes,no,NA,yes,no,NA,NA,double bed,Studio Apartment,"₹ 13,126"
Jasper Boutique Hotel,yes,"489 Elizabeth Street, 3000 Melbourne, Australia","1,915 reviews",7.8,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Deluxe Twin Room,"₹ 6,882"
Queensview168 Apartments Moonee Ponds,yes,"168 Pascoe Vale Road, 3039 Melbourne, Australia",14 reviews,9.1,4 out of 5,Superb,no,yes,no,Bar,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 11,402"
